target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	0	0
rna28333	66	31	0	0
rna28334	63	28	2	19.7375
rna28335	70	35	1	7.89502
rna28336	69	34	3	24.3817
gene12361	1002	967	220	62.8662
rna28337	69	34	8	65.0178
rna28338	68	33	100.953	845.326
rna28339	72	37	4	29.873
gene12362	1566	1531	39639	7154.32
rna28340	70	35	2	15.79
gene12363	678	643	7184	3087.28
rna28341	69	34	2	16.2544
rna28342	69	34	4	32.5089
gene12364	159	124	4	8.91373
gene12365	681	646	240	102.66
gene12366	780	745	606	224.77
rna28343	66	31	3	26.7412
gene12367	354	319	16	13.8596
rna28344	67	32	1	8.63517
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	1512	256.322
rna28347	68	33	3	25.1205
gene12369	1344	1309	2054	433.593
gene12370	264	229	18	21.7199
rna28348	78	43	5	32.1309
rna28349	68	33	0	0
gene12371	504	469	96	56.5613
gene12372	1152	1117	7866	1945.91
rna28350	67	32	0	0
gene12373	918	883	550	172.117
rna28351	71	36	2	15.3514
rna28352	1371	1336	107315	22196
rna28353	70	35	8	63.1601
rna28354	786	751	4507	1658.32
rna0	1447	1412	6.56877	1.2855
rna1	835	800	13.8152	4.77185
rna2	1068	1033	40.5792	10.8549
rna3	4225	4190	542.357	35.7678
rna4	4189	4154	509.227	33.8739
rna5	4183	4148	207.759	13.8402
rna6	4099	4064	219.278	14.9094
rna7	4256	4221	599.417	39.2405
rna8	1745	1710	294.34	47.5636
rna9	1848	1813	1249.66	190.465
rna10	1156	1121	259.942	64.0755
rna11	811	776	134.058	47.7367
rna12	2088	2053	198.801	26.7578
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	711.798	113.956
rna16	1767	1732	0	0
rna17	2330	2295	214.401	25.8146
rna18	1595	1560	313	55.4422
rna20	1635	1600	159.481	27.543
rna19	2736	2701	108.916	11.1426
rna21	1102	1067	13	3.36667
rna22	370	335	58.421	48.1887
rna23	5269	5234	1671.88	88.266
rna24	709	674	1	0.409979
rna25	1346	1311	149	31.4054
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	257	34.7265
rna26	2131	2096	0	0
rna31	2378	2343	1.32909e-008	1.56749e-009
rna30	2797	2762	32.899	3.2914
rna32	2705	2670	1231.1	127.41
rna34	670	635	0	0
rna33	519	484	83	47.3864
rna35	7543	7508	147	5.41021
rna48	2647	2612	679.052	71.8375
rna47	3942	3907	18.0581	1.27717
rna46	2870	2835	66.1186	6.44453
rna45	4248	4213	163.332	10.7128
rna44	4454	4419	5.04996	0.31578
rna43	3106	3071	73.5946	6.62197
rna42	2769	2734	0	0
rna40	2940	2905	174.913	16.6379
rna41	3144	3109	28.1225	2.4995
rna38	2843	2808	0	0
rna39	3009	2974	64.2614	5.97077
rna37	3214	3179	7.41747	0.644742
rna36	3212	3177	0.000364332	3.16884e-005
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	1	4.25116
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	144.209	14.4431
rna64	2208	2173	87.1499	11.0823
rna65	2212	2177	2.58072e-006	3.27569e-007
rna66	14474	14439	0	0
rna67	14423	14388	0	0
rna68	14444	14409	1.55354e-008	2.97927e-010
rna69	14417	14382	1.62305e-007	3.11842e-009
rna70	14453	14418	47.3354	0.907198
rna71	14407	14372	0	0
rna72	14356	14321	0	0
rna73	14266	14231	157.095	3.05033
rna74	14458	14423	6.38749e-007	1.22376e-008
rna75	14395	14360	373.417	7.18555
rna76	14316	14281	3.38433	0.0654839
rna77	14300	14265	544.929	10.5558
rna78	14089	14054	1323.84	26.0289
rna83	6159	6124	93.098	4.20074
rna81	4544	4509	0.386585	0.0236911
rna82	4606	4571	169.01	10.217
rna80	4421	4386	1084.51	68.3257
rna79	4544	4509	0	0
rna84	1474	1439	15.5999	2.9956
rna85	4011	3976	500.584	34.7898
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	49.157	2.47195
rna89	4942	4907	1331.64	74.9878
rna91	2164	2129	1.06978	0.138849
rna92	88	53	2.14301	11.173
rna93	23	24	0	0
rna90	4161	4126	39.1953	2.62498
rna94	1791	1756	0	0
rna95	7798	7763	1057.61	37.6459
rna96	1263	1228	111.577	25.1073
rna97	1507	1472	0	0
rna98	147	112	0.82355	2.03186
rna99	1089	1054	15	3.93253
rna100	3465	3430	743.165	59.8704
rna101	3014	2979	502.835	46.6419
rna102	2233	2198	1418.87	178.376
rna103	556	521	0	0
rna104	937	902	3	0.919043
rna106	2689	2654	220.262	22.9329
rna105	2799	2764	104.243	10.4215
rna107	4147	4112	379.352	25.4924
rna108	3811	3776	126.648	9.268
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	581.32	97.4128
rna112	1416	1381	171.94	34.4037
rna111	1532	1497	278.739	51.4514
rna114	1231	1196	121	27.956
rna118	2623	2588	0	0
rna117	2429	2394	0.237274	0.0273871
rna115	2665	2630	724.458	76.1164
rna116	2757	2722	18.305	1.85825
rna119	443	408	17	11.5136
rna120	2938	2903	595.126	56.6478
rna121	3327	3292	113.831	9.55482
rna122	3374	3339	71.043	5.8793
rna123	3403	3368	293.269	24.0611
