target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	1	6.09249
rna28333	66	31	0	0
rna28334	63	28	1	6.09249
rna28335	70	35	1	4.87399
rna28336	69	34	3	15.052
gene12361	1002	967	471	83.0898
rna28337	69	34	13	65.2255
rna28338	68	33	260.958	1348.99
rna28339	72	37	8	36.8843
gene12362	1566	1531	78607	8758.69
rna28340	70	35	3	14.622
gene12363	678	643	17158	4552.07
rna28341	69	34	1	5.01735
rna28342	69	34	3	15.052
gene12364	159	124	9	12.3815
gene12365	681	646	325	85.8231
gene12366	780	745	1145	262.182
rna28343	66	31	2	11.0058
gene12367	354	319	41	21.9253
rna28344	67	32	9	47.9784
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	2520	263.734
rna28347	68	33	1	5.16939
gene12369	1344	1309	4334	564.81
gene12370	264	229	37	27.5625
rna28348	78	43	8	31.7376
rna28349	68	33	1	5.16939
gene12371	504	469	265	96.3887
gene12372	1152	1117	14753	2253.1
rna28350	67	32	2	10.6619
gene12373	918	883	1076	207.876
rna28351	71	36	10	47.3861
rna28352	1371	1336	262581	33528.2
rna28353	70	35	10	48.7399
rna28354	786	751	7586	1723.16
rna0	1447	1412	59.777	7.22192
rna1	835	800	41.8517	8.92433
rna2	1068	1033	44.738	7.38804
rna3	4225	4190	497.898	20.2712
rna4	4189	4154	971.109	39.8799
rna5	4183	4148	291.624	11.9933
rna6	4099	4064	239.7	10.0616
rna7	4256	4221	647.52	26.1692
rna8	1745	1710	378.601	37.7693
rna9	1848	1813	1732.4	163.006
rna10	1156	1121	400.723	60.9805
rna11	811	776	250.604	55.0909
rna12	2088	2053	174.107	14.467
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	852.812	84.288
rna16	1767	1732	150.579	14.8309
rna17	2330	2295	370.176	27.5156
rna18	1595	1560	546	59.7064
rna20	1635	1600	202.029	21.5401
rna19	2736	2701	133.976	8.46165
rna21	1102	1067	14	2.23829
rna22	370	335	50.0861	25.505
rna23	5269	5234	1925.11	62.7444
rna24	709	674	6	1.5186
rna25	1346	1311	251	32.6606
rna29	2262	2227	12.2363	0.937307
rna28	2319	2284	0	0
rna27	2080	2045	405.764	33.848
rna26	2131	2096	0	0
rna31	2378	2343	0.256236	0.0186561
rna30	2797	2762	56.1563	3.46839
rna32	2705	2670	1489.59	95.1717
rna34	670	635	4.2053	1.12973
rna33	519	484	219.795	77.4685
rna35	7543	7508	205	4.65782
rna48	2647	2612	1209.78	79.0106
rna47	3942	3907	54.3058	2.37113
rna46	2870	2835	0.00012638	7.60461e-006
rna45	4248	4213	80.6321	3.2649
rna44	4454	4419	219.047	8.45602
rna43	3106	3071	95.4797	5.30377
rna42	2769	2734	0	0
rna40	2940	2905	0.473767	0.0278209
rna41	3144	3109	0	0
rna38	2843	2808	0	0
rna39	3009	2974	204.612	11.7366
rna37	3214	3179	0	0
rna36	3212	3177	47.6379	2.55793
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	180.992	11.1908
rna64	2208	2173	86.6856	6.80519
rna65	2212	2177	9.52149	0.746105
rna66	14474	14439	0.0518318	0.000612367
rna67	14423	14388	109.692	1.30055
rna68	14444	14409	0.215247	0.00254834
rna69	14417	14382	2.04748	0.0242859
rna70	14453	14418	0.116553	0.00137902
rna71	14407	14372	47.8272	0.56769
rna72	14356	14321	44.5052	0.53014
rna73	14266	14231	51.6152	0.618721
rna74	14458	14423	2.53155e-006	2.99422e-008
rna75	14395	14360	269.599	3.20271
rna76	14316	14281	0.0864827	0.00103306
rna77	14300	14265	299.402	3.58044
rna78	14089	14054	1724.84	20.9364
rna83	6159	6124	87.8736	2.4478
rna81	4544	4509	46.7834	1.76997
rna82	4606	4571	215.692	8.04964
rna80	4421	4386	1467.65	57.0831
rna79	4544	4509	0	0
rna84	1474	1439	29.8407	3.53753
rna85	4011	3976	925.412	39.7047
rna86	4332	4297	19.2418	0.763894
rna87	5550	5515	0	0
rna88	5530	5495	31.4893	0.97757
rna89	4942	4907	1381.67	48.0333
rna91	2164	2129	2.08357	0.16695
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	23.308	0.963669
rna94	1791	1756	9	0.874321
rna95	7798	7763	1323.17	29.0762
rna96	1263	1228	95.5948	13.2797
rna97	1507	1472	3.02194	0.350212
rna98	147	112	5.28126	8.04401
rna99	1089	1054	12	1.9422
rna100	3465	3430	1003.63	49.9153
rna101	3014	2979	743.368	42.5683
rna102	2233	2198	2336.28	181.322
rna103	556	521	0	0
rna104	937	902	6	1.13474
rna106	2689	2654	299.161	19.229
rna105	2799	2764	154.621	9.54295
rna107	4147	4112	482.855	20.0316
rna108	3811	3776	126.145	5.69892
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	1046.76	108.288
rna112	1416	1381	164.829	20.3607
rna111	1532	1497	604.412	68.8754
