target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	1	6.11394
rna28333	66	31	0	0
rna28334	63	28	0	0
rna28335	70	35	2	9.7823
rna28336	69	34	5	25.175
gene12361	1002	967	486	86.0377
rna28337	69	34	13	65.4551
rna28338	68	33	333.963	1732.46
rna28339	72	37	13	60.148
gene12362	1566	1531	96872	10831.8
rna28340	70	35	4	19.5646
gene12363	678	643	18439	4909.14
rna28341	69	34	3	15.105
rna28342	69	34	3	15.105
gene12364	159	124	21	28.9919
gene12365	681	646	465	123.225
gene12366	780	745	1210	278.041
rna28343	66	31	8	44.1781
gene12367	354	319	40	21.4659
rna28344	67	32	6	32.0982
rna28345	69	34	0	0
rna28346	69	34	3	15.105
gene12368	1665	1630	2937	308.458
rna28347	68	33	6	31.1255
gene12369	1344	1309	4452	582.23
gene12370	264	229	43	32.1449
rna28348	78	43	4	15.9247
rna28349	68	33	1	5.18759
gene12371	504	469	232	84.6826
gene12372	1152	1117	20243	3102.42
rna28350	67	32	0	0
gene12373	918	883	1054	204.343
rna28351	71	36	15	71.3293
rna28352	1371	1336	251745	32257.7
rna28353	70	35	14	68.4761
rna28354	786	751	9089	2071.84
rna0	1447	1412	57.6797	6.99307
rna1	835	800	34.5236	7.38763
rna2	1068	1033	0	0
rna3	4225	4190	919.561	37.5704
rna4	4189	4154	661.758	27.2717
rna5	4183	4148	563.68	23.2634
rna6	4099	4064	70.068	2.95152
rna7	4256	4221	763.103	30.949
rna8	1745	1710	521.782	52.2362
rna9	1848	1813	1936.22	182.825
rna10	1156	1121	486.404	74.2798
rna11	811	776	339.292	74.8499
rna12	2088	2053	392.661	32.7422
rna13	1866	1831	0	0
rna14	1817	1782	20.129	1.93372
rna15	1761	1726	947.561	93.9822
rna16	1767	1732	105.368	10.4146
rna17	2330	2295	395.584	29.5077
rna18	1595	1560	590	64.7451
rna20	1635	1600	239.117	25.5841
rna19	2736	2701	207.442	13.1478
rna21	1102	1067	17	2.72749
rna22	370	335	43.54	22.2496
rna23	5269	5234	2381.22	77.8835
rna24	709	674	2	0.507983
rna25	1346	1311	263	34.3425
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	537	44.9532
rna26	2131	2096	0	0
rna31	2378	2343	0.0213728	0.0015616
rna30	2797	2762	57.2808	3.55029
rna32	2705	2670	1774.7	113.787
rna34	670	635	0	0
rna33	519	484	234	82.7656
rna35	7543	7508	231	5.26704
rna48	2647	2612	1079.24	70.7336
rna47	3942	3907	30.1699	1.32193
rna46	2870	2835	36.5602	2.20767
rna45	4248	4213	307.866	12.5098
rna44	4454	4419	0.0182535	0.000707133
rna43	3106	3071	137.888	7.68644
rna42	2769	2734	0	0
rna40	2940	2905	132.592	7.81361
rna41	3144	3109	79.9629	4.40298
rna38	2843	2808	0	0
rna39	3009	2974	13.8627	0.797972
rna37	3214	3179	6.33658	0.341227
rna36	3212	3177	70.3993	3.79342
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	317.333	19.6899
rna64	2208	2173	105.198	8.28757
rna65	2212	2177	0.00244043	0.000191905
rna66	14474	14439	0	0
rna67	14423	14388	75.454	0.897762
rna68	14444	14409	0	0
rna69	14417	14382	6.53516e-008	7.77887e-010
rna70	14453	14418	98.264	1.16672
rna71	14407	14372	0	0
rna72	14356	14321	45.8868	0.548521
rna73	14266	14231	107.768	1.29638
rna74	14458	14423	8.11333e-006	9.62992e-008
rna75	14395	14360	383.947	4.57716
rna76	14316	14281	0.0461511	0.000553227
rna77	14300	14265	585.116	7.02181
rna78	14089	14054	1196.52	14.5747
rna83	6159	6124	95.6973	2.67512
rna81	4544	4509	147.031	5.58222
rna82	4606	4571	147.981	5.54211
rna80	4421	4386	1787.63	69.7732
rna79	4544	4509	36.6585	1.39179
rna84	1474	1439	7.99771	0.951446
rna85	4011	3976	937.261	40.3546
rna86	4332	4297	31.3102	1.24738
rna87	5550	5515	0	0
rna88	5530	5495	204.05	6.35692
rna89	4942	4907	1690.75	58.9851
rna91	2164	2129	5.27869	0.424453
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	0	0
rna94	1791	1756	4	0.389955
rna95	7798	7763	1638.43	36.1307
rna96	1263	1228	153.198	21.3568
rna97	1507	1472	1.00916	0.117363
rna98	147	112	7.0275	10.7414
rna99	1089	1054	26	4.22291
rna100	3465	3430	1275.16	63.6427
rna101	3014	2979	830.351	47.7167
rna102	2233	2198	2318.41	180.568
rna103	556	521	0	0
rna104	937	902	0	0
rna106	2689	2654	278.196	17.9444
rna105	2799	2764	203.659	12.6138
rna107	4147	4112	615.288	25.6156
rna108	3811	3776	202.712	9.19024
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	941.414	97.7326
rna112	1416	1381	334.937	41.5192
rna111	1532	1497	624.649	71.4321
rna114	1231	1196	269	38.5035
rna118	2623	2588	15.6611	1.03595
rna117	2429	2394	35.0769	2.50828
rna115	2665	2630	1433.26	93.293
rna116	2757	2722	0	0
rna119	443	408	45	18.8813
rna120	2938	2903	888.969	52.4227
rna121	3327	3292	39.594	2.05896
rna122	3374	3339	538.437	27.6056
rna123	3403	3368	469.653	23.8718
rna124	73	38	0.656247	2.9564
rna125	719	684	348	87.0968
rna126	5004	4969	2277.35	78.4584
rna127	1408	1373	38.7474	4.83116
rna128	977	942	637.253	115.808
rna129	72	37	7	32.3874
rna130	2528	2493	377	25.888
rna131	3012	2977	65	3.73778
rna132	4581	4546	30	1.12972
rna136	1963	1928	0	0
rna135	1986	1951	19.9514	1.75063
rna133	1999	1964	716.049	62.4137
rna134	1907	1872	0	0
rna137	3630	3595	36	1.71428
rna138	2375	2340	9.88878	0.723446
rna140	107	72	0	0
rna141	22	23	0	0
rna142	119	84	0	0
rna143	21	22	0	0
rna144	1328	1293	0	0
rna145	1189	1154	2.00136	0.296891
rna139	2657	2622	10.1112	0.660161
rna146	3248	3213	13	0.692647
rna147	5977	5942	35	1.00836
rna148	4414	4379	0	0
rna149	5848	5813	0	0
rna157	3268	3233	10.7541	0.56944
rna158	899	864	6	1.18882
rna150	6141	6106	17.9985	0.504614
rna151	4784	4749	61.0015	2.19896
rna152	5907	5872	0	0
rna153	4704	4669	0	0
rna154	4412	4377	0	0
rna155	4661	4626	0	0
rna156	4160	4125	0	0
rna159	1629	1594	0	0
rna163	82	47	0	0
rna164	1464	1429	11	1.31777
rna165	4796	4761	31.7239	1.14069
rna166	8094	8059	19.5641	0.415583
rna167	7887	7852	12.7291	0.277522
rna168	8169	8134	8.40933e-005	1.76985e-006
rna169	8148	8113	0	0
rna170	8251	8216	0	0
rna160	1804	1769	15.1334	1.4645
rna161	2772	2737	411.297	25.7253
rna162	1631	1596	43.5637	4.67273
rna171	1399	1364	3.19911	0.401508
rna172	2605	2570	0	0
rna173	2503	2468	673	46.682
rna174	2094	2059	0	0
rna175	1367	1332	40	5.14085
rna187	1426	1391	12.3487	1.51975
rna185	1453	1418	0	0
rna186	1487	1452	1.19606e-008	1.41015e-009
rna183	1444	1409	0	0
rna184	1466	1431	3.29569	0.394263
rna182	1163	1128	23.8283	3.61628
rna181	1580	1545	6.56338	0.727241
rna180	2304	2269	6.92201	0.522248
rna179	2288	2253	0	0
rna178	1869	1834	0	0
rna177	2100	2065	3.04195	0.25218
rna176	2071	2036	0	0
rna188	2361	2326	80	5.88789
rna189	2256	2221	57	4.39345
rna190	2140	2105	0	0
rna191	1955	1920	0	0
rna192	2067	2032	0	0
rna196	1155	1120	2.69028	0.411205
rna195	1005	970	209.59	36.9895
rna194	1152	1117	96.3178	14.7616
rna193	1015	980	0.000239486	4.18344e-005
rna197	516	481	221.437	78.8107
rna198	1143	1108	6	0.927023
rna199	1149	1114	281	43.1818
rna200	533	498	186	63.9386
rna201	1144	1109	114	17.5976
rna202	7618	7583	2237	50.5015
rna203	2103	2068	249	20.6124
rna204	6766	6731	5296.38	134.704
rna206	1109	1074	1.92814	0.307337
rna205	2111	2076	2.07186	0.170849
rna207	3358	3323	3407.72	175.555
rna208	1894	1859	295.148	27.1794
rna209	7243	7208	74.7803	1.77603
rna213	1431	1396	478.761	58.7101
rna212	2058	2023	0	0
rna210	2024	1989	12.4118	1.06827
rna211	1934	1899	0	0
rna214	4265	4230	1419.79	57.4595
rna215	4217	4182	1486.15	60.8356
rna216	1391	1356	5.95166	0.751376
rna217	2870	2835	44.1738	2.66742
rna218	942	907	0	0
rna219	1027	992	19	3.27885
rna220	5207	5172	3.09343	0.102391
rna221	5212	5177	680.907	22.5159
rna222	748	713	30	7.20296
rna223	4396	4361	0.0112204	0.000440456
rna224	4411	4376	1227.99	48.0393
rna225	1975	1940	696.676	61.4764
rna226	1921	1886	708.451	64.3054
rna227	203	168	15.8726	16.174
rna228	1441	1406	519.291	63.2273
rna230	895	860	81.7088	16.2648
rna229	929	894	0	0
rna231	2383	2348	797.675	58.1577
rna232	6280	6245	117.04	3.20834
rna233	6283	6248	1330.28	36.4488
rna234	597	562	2154	656.128
rna236	2208	2173	686	54.0435
rna235	2236	2201	0	0
rna237	1266	1231	8	1.11253
rna238	4947	4912	197.67	6.8891
rna245	1423	1388	15	1.85004
rna239	4476	4441	397.555	15.3248
rna240	4697	4662	56.7618	2.08431
rna246	1039	1004	9	1.53457
rna247	1165	1130	0	0
rna241	5124	5089	11.918	0.400914
rna242	5164	5129	0	0
rna243	4837	4802	34.6688	1.23593
rna244	4832	4797	10.5074	0.374976
rna249	349	314	1	0.545192
rna248	620	585	3.19733	0.935644
rna253	2641	2606	97.7842	6.42352
rna250	2963	2928	17.8397	1.04303
rna251	2966	2931	0	0
rna252	3231	3196	20.1788	1.08086
rna254	955	920	4	0.744306
rna255	265	230	4.04201	3.00849
rna256	2577	2542	20.958	1.41141
rna257	715	680	9	2.26575
rna260	2686	2651	13.7005	0.884721
rna258	2685	2650	41.2995	2.66795
rna259	2786	2751	2.70359e-007	1.6824e-008
rna261	2734	2699	222	14.0809
rna262	1874	1839	0	0
rna263	2213	2178	7	0.550198
rna264	892	857	74.5902	14.8998
rna265	1056	1021	0.0159736	0.00267829
rna266	1074	1039	67.7615	11.1647
rna267	1093	1058	61.6324	9.97246
rna268	2835	2800	339.133	20.7344
rna269	82	47	0.5	1.82117
rna270	3679	3644	0	0
rna271	3665	3630	2	0.0943197
rna272	3761	3726	0	0
rna273	684	649	2	0.527551
rna276	1281	1246	260.926	35.8491
rna277	1233	1198	9.90125e-007	1.41486e-007
rna278	1756	1721	238.228	23.6969
rna279	1185	1150	842.337	125.391
rna274	1924	1889	760.746	68.9424
rna275	1876	1841	0.00273084	0.000253935
rna280	2902	2867	622.085	37.1451
rna281	2690	2655	378.962	24.4349
rna282	4107	4072	725.798	30.5132
rna283	4148	4113	1343.85	55.9333
rna284	865	830	35.3081	7.28242
rna286	1476	1441	103	12.2364
rna285	1463	1428	0	0
rna287	2970	2935	1494	87.1408
rna288	3322	3287	1709	89.0065
rna289	859	824	788	163.711
rna290	3663	3628	304.949	14.3893
rna291	3228	3193	615.051	32.9755
rna292	940	905	3200	605.314
rna293	3024	2989	488.481	27.977
rna295	2732	2697	826.467	52.4595
rna294	2706	2671	34.052	2.18247
rna297	1661	1626	523.295	55.0941
rna296	1635	1600	496.11	53.0808
rna298	2098	2063	89.5945	7.43466
rna299	882	847	313	63.2616
rna300	4532	4497	374.117	14.2418
rna301	4697	4662	139.122	5.10861
rna302	3685	3650	25.7613	1.20824
rna303	3460	3425	1917.79	95.856
rna304	3386	3351	129.212	6.60096
rna305	3108	3073	2005.17	111.704
rna306	1305	1270	258	34.7772
rna308	1800	1765	537.708	52.1532
rna307	1842	1807	718.292	68.049
rna309	1404	1369	1283.86	160.543
rna310	1206	1171	175.144	25.6046
rna311	2640	2605	112.309	7.38048
rna312	2346	2311	306.691	22.7186
rna313	2902	2867	3054	182.356
rna314	2508	2473	476	32.9505
rna315	1021	986	355	61.6355
rna317	3567	3532	620.315	30.0656
rna318	3639	3604	0.0223367	0.001061
rna316	3910	3875	33.4606	1.47823
rna319	3594	3559	1326.2	63.7912
rna320	2883	2848	533	32.0381
rna322	1451	1416	586.667	70.9263
rna321	1570	1535	0	0
rna323	1856	1821	34.3335	3.22765
rna324	592	557	2550	783.726
rna325	75	40	0	0
rna326	5379	5344	8135	260.598
rna327	738	703	171	41.6409
rna331	4622	4587	152.781	5.70189
rna328	5994	5959	1.29003e-008	3.70601e-010
rna329	5982	5947	322.957	9.29663
rna330	5967	5932	39.8384	1.14969
rna332	5854	5819	693.424	20.4
rna333	1718	1683	1122	114.127
rna337	2185	2150	602.188	47.9482
rna335	3030	2995	665.077	38.0149
rna336	3033	2998	0	0
rna334	3007	2972	111.588	6.42758
rna339	721	686	37.6167	9.38719
rna338	2788	2753	86.7922	5.39702
rna340	1857	1822	74.2477	6.97612
rna341	1662	1627	4	0.420874
rna342	2506	2471	245	16.9735
rna343	5668	5633	1204.69	36.6111
rna346	1544	1509	10.647	1.20786
rna345	1493	1458	29.6835	3.48528
rna344	1447	1412	106.984	12.9707
rna347	1510	1475	235	27.2744
rna348	2693	2658	296	19.0641
rna350	2572	2537	23.6938	1.5988
rna349	2588	2553	622.306	41.7285
rna351	3988	3953	0.438026	0.0189693
rna352	3978	3943	427.419	18.5569
rna353	3498	3463	411.192	20.3269
rna354	1233	1198	400	57.1587
rna355	563	528	889.951	288.544
rna356	5717	5682	1487	44.8011
rna357	895	860	34.125	6.79287
rna358	849	814	184.875	38.8806
rna359	1961	1926	506	44.9752
rna360	906	871	4726	928.87
rna361	3276	3241	353.058	18.6486
rna362	3225	3190	144.509	7.75502
rna363	3118	3083	0.376591	0.020911
rna364	3112	3077	939.056	52.2448
rna365	6886	6851	365.63	9.13623
rna366	7113	7078	77.9021	1.88416
rna367	7084	7049	7.28938	0.177028
rna368	7094	7059	0	0
rna369	6977	6942	190.244	4.69144
rna370	7037	7002	1.0298	0.0251774
rna371	7069	7034	2878.18	70.0479
rna372	7049	7014	0.686195	0.0167479
rna373	6986	6951	0	0
rna374	7026	6991	856.32	20.9689
rna375	6887	6852	4137.66	103.375
rna376	6895	6860	5863.25	146.317
rna377	6883	6848	198.404	4.95981
rna378	3028	2993	40	2.28788
rna379	3037	3002	0	0
rna380	1063	1028	1.03618	0.172553
rna381	4102	4067	44.0854	1.85567
rna382	910	875	176	34.4337
rna383	8371	8336	644.039	13.2262
rna392	5234	5199	1032.49	33.9973
rna384	8392	8357	0	0
rna385	8371	8336	0	0
rna386	8173	8138	0.0018297	3.84894e-005
rna387	8152	8117	51.7546	1.09152
rna388	7990	7955	0	0
rna389	7948	7913	5.41014	0.117043
rna390	8311	8276	0	0
rna391	8243	8208	53.1114	1.10772
rna393	5454	5419	2.84309	0.0898152
rna394	8563	8528	15.9298	0.319774
rna395	8276	8241	0	0
rna396	6413	6378	76.9028	2.06413
rna397	2833	2798	346.401	21.1939
rna398	2381	2346	284.599	20.7675
rna400	1993	1958	130.976	11.4514
rna399	1702	1667	1056.02	108.447
rna401	2158	2123	148	11.9341
rna402	2377	2342	1	0.0730958
rna404	497	462	0	0
rna403	644	609	0	0
rna406	3560	3525	221.126	10.7389
rna405	3210	3175	304.529	16.4197
rna407	2413	2378	47.608	3.42726
rna408	2408	2373	0	0
rna409	5568	5533	6020.27	186.266
rna410	5527	5492	1.74722	0.0544622
rna415	164	129	0	0
rna416	4287	4252	146.644	5.90404
rna417	4374	4339	32.5617	1.28469
rna418	4419	4384	116.653	4.55516
rna419	4464	4429	322.142	12.4515
rna420	2010	1975	16	1.38686
rna411	6997	6962	34.84	0.856689
rna412	5361	5326	338.423	10.8777
rna413	5774	5739	210.453	6.27766
rna414	5757	5722	33.002	0.98735
rna421	865	830	654	134.89
rna422	747	712	3	0.721308
rna423	2452	2417	123.115	8.71991
rna424	2437	2402	2.2488	0.160272
rna425	3412	3377	793.218	40.2106
rna426	742	707	6	1.45282
rna427	1252	1217	124.484	17.5107
rna428	1661	1626	141.516	14.8992
rna429	1426	1391	204	25.1063
rna430	1000	965	107.42	19.0563
rna457	5106	5071	56.2047	1.8974
rna456	6214	6179	732.82	20.3029
rna455	5378	5343	0.00556288	0.000178235
rna451	5993	5958	430.46	12.3683
rna452	6002	5967	2.61943	0.0751501
rna453	6032	5997	1.51502	0.0432476
rna454	6044	6009	134.393	3.82873
rna448	6024	5989	195.373	5.58458
rna449	6054	6019	80.2019	2.28107
rna450	6075	6040	1.51982e-006	4.3076e-008
rna446	6053	6018	0.169138	0.00481137
rna447	6095	6060	8.62306	0.243595
rna436	5856	5821	81.8169	2.40616
rna437	6045	6010	21.5539	0.613946
rna438	6075	6040	12.4149	0.351874
rna439	6117	6082	1.72259e-005	4.84858e-007
rna440	6084	6049	0.0795793	0.00225214
rna441	6114	6079	0.033959	0.000956318
rna442	6126	6091	1.10817e-007	3.11455e-009
rna443	6965	6930	0.00011563	2.85639e-006
rna444	6130	6095	0	0
rna445	6969	6934	5.35509e-005	1.32209e-006
rna434	6123	6088	0	0
rna435	6124	6089	51.6679	1.45263
rna433	6121	6086	0	0
rna431	5592	5557	0.000409157	1.26046e-005
rna432	6431	6396	29.4743	0.788885
rna458	764	729	15.2438	3.57968
rna459	502	467	8.31922	3.04961
rna460	2236	2201	0	0
rna461	1030	995	1	0.172051
rna462	2925	2890	1	0.0592354
rna463	3161	3126	0	0
rna464	5433	5398	1088.24	34.5121
rna465	5541	5506	1298.56	40.3743
rna466	1011	976	4.0853	0.716562
rna467	2681	2646	5	0.323489
rna468	1552	1517	0	0
rna469	3241	3206	0	0
rna470	3174	3139	52	2.8359
rna471	5981	5946	16.2447	0.467698
rna472	5948	5913	17.7553	0.514043
rna473	1805	1770	3	0.290153
rna474	567	532	1436	462.085
rna475	2213	2178	545.703	42.8921
rna476	1767	1732	1536.3	151.847
rna477	1712	1677	0	0
rna478	1322	1287	71.4238	9.50044
rna479	1397	1362	230.576	28.9812
rna480	1431	1396	63	7.72564
rna481	793	758	1058	238.944
rna482	1970	1935	225	19.9059
rna483	1743	1708	79.8441	8.00265
rna484	1441	1406	0	0
rna485	1779	1744	0	0
rna486	1630	1595	47.1559	5.06122
rna487	2284	2249	951.714	72.443
rna495	10219	10184	2770.31	46.5681
rna494	12269	12234	1965.18	27.4988
rna488	11674	11639	123.887	1.82218
rna489	12678	12643	0	0
rna490	13008	12973	468.818	6.18647
rna491	13011	12976	236.279	3.11719
rna492	13005	12970	724.865	9.56745
rna493	13014	12979	0	0
rna496	1945	1910	53.5788	4.80218
rna497	713	678	1.38069e-006	3.48614e-007
rna498	706	671	1.42123	0.362595
rna499	3281	3246	88	4.64102
rna500	1998	1963	9.30178	0.811194
rna501	1245	1210	324	45.8394
rna502	978	943	509	92.4028
rna503	736	701	122	29.7935
rna504	1874	1839	507.383	47.2317
rna505	1566	1531	5	0.55908
rna506	1856	1821	422	39.6718
rna507	4145	4110	0	0
rna508	4090	4055	0	0
rna509	4011	3976	980	42.1948
rna511	2804	2769	0	0
rna510	2836	2801	0	0
rna513	2565	2530	16.2544	1.09984
rna512	2816	2781	20.947	1.28944
rna514	2817	2782	0	0
rna515	3023	2988	0	0
rna516	3112	3077	0	0
rna517	3113	3078	0	0
rna518	2091	2056	300.606	25.0296
rna519	2306	2271	195.193	14.7138
rna520	1173	1138	88	13.2379
rna521	999	964	102	18.1135
rna522	1599	1564	84.0169	9.19622
rna523	1217	1182	264.983	38.3778
rna524	2765	2730	318	19.9409
rna525	2059	2024	346.639	29.3188
rna526	2034	1999	355	30.4015
rna527	1966	1931	520.045	46.1039
rna529	508	473	2733	989.14
rna528	583	548	0	0
rna530	2720	2685	58.0878	3.70356
rna531	3582	3547	754.912	36.4346
rna532	901	866	470	92.9093
rna533	1599	1564	959.862	105.063
rna534	1503	1468	0.138426	0.0161425
rna535	2209	2174	538	42.3645
rna536	2440	2405	1106.16	78.7375
rna537	2207	2172	248.966	19.6227
rna538	2111	2076	874.876	72.1437
rna539	1721	1686	1090	110.675
rna540	3746	3711	69.9827	3.22834
rna541	3759	3724	1128.02	51.8544
rna542	1613	1578	322	34.9324
rna543	2443	2408	1661	118.084
rna544	1714	1679	376.746	38.413
rna546	1751	1716	410.407	40.9427
rna545	1761	1726	55.8466	5.53905
rna547	1244	1209	319	45.1693
rna548	1269	1234	19.0057	2.63662
rna549	1287	1252	618.994	84.6373
rna550	822	787	717	155.964
rna551	1680	1645	15.8785	1.65243
rna554	2566	2531	238.754	16.1487
rna555	2286	2251	59.1962	4.50192
rna552	1523	1488	74.195	8.53593
rna553	1508	1473	0	0
rna556	1242	1207	90.5311	12.8401
rna557	1296	1261	61.2136	8.31021
rna558	1193	1158	93.2316	13.7827
rna559	855	820	294.192	61.418
rna560	2646	2611	509.771	33.4232
rna561	2643	2608	105.975	6.95626
rna562	1093	1058	176.253	28.5188
rna563	934	899	162	30.8485
rna564	3099	3064	353.83	19.769
rna565	3091	3056	180.17	10.0927
rna566	2301	2266	1	0.0755474
rna567	2162	2127	0	0
rna568	2452	2417	0	0
rna569	1600	1565	50	5.46934
rna570	1597	1562	0	0
rna571	2143	2108	51	4.1417
rna572	1318	1283	1	0.13343
rna573	709	674	2	0.507983
rna574	1235	1200	3.9463e-007	5.62974e-008
rna575	1216	1181	696	100.888
rna576	2582	2547	1469	98.7352
rna577	1392	1357	10	1.26154
rna578	1309	1274	7	0.940606
rna579	2780	2745	15.6159	0.973874
