target_id	length	eff_length	est_counts	tpm
rna28331	66	31	1	7.48114
rna28332	63	28	1	8.28269
rna28333	66	31	1	7.48114
rna28334	63	28	1	8.28269
rna28335	70	35	2	13.2523
rna28336	69	34	6	40.9262
gene12361	1002	967	491	117.756
rna28337	69	34	19	129.6
rna28338	68	33	474.945	3337.79
rna28339	72	37	12	75.2158
gene12362	1566	1531	67776	10266.7
rna28340	70	35	5	33.1308
gene12363	678	643	13091	4721.62
rna28341	69	34	4	27.2842
rna28342	69	34	5	34.1052
gene12364	159	124	16	29.9246
gene12365	681	646	438	157.243
gene12366	780	745	1157	360.169
rna28343	66	31	2	14.9623
gene12367	354	319	46	33.4423
rna28344	67	32	4	28.9894
rna28345	69	34	2	13.6421
rna28346	69	34	0	0
gene12368	1665	1630	2791	397.102
rna28347	68	33	2	14.0555
gene12369	1344	1309	4139	733.306
gene12370	264	229	33	33.4201
rna28348	78	43	5	26.9669
rna28349	68	33	6	42.1664
gene12371	504	469	282	139.446
gene12372	1152	1117	14886	3090.68
rna28350	67	32	0	0
gene12373	918	883	1013	266.059
rna28351	71	36	7	45.0946
rna28352	1371	1336	236905	41124.2
rna28353	70	35	6	39.7569
rna28354	786	751	6572	2029.49
rna0	1447	1412	53.0654	8.71578
rna1	835	800	60.6647	17.5863
rna2	1068	1033	0	0
rna3	4225	4190	539.591	29.8662
rna4	4189	4154	197.546	11.0289
rna5	4183	4148	1142.22	63.8617
rna6	4099	4064	3.19866	0.182534
rna7	4256	4221	881.102	48.4106
rna8	1745	1710	375.196	50.8852
rna9	1848	1813	1976.8	252.869
rna10	1156	1121	325.078	67.2529
rna11	811	776	235.922	70.5078
rna12	2088	2053	239.514	27.0565
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	832.837	111.905
rna16	1767	1732	0	0
rna17	2330	2295	282.649	28.5624
rna18	1595	1560	461	68.5339
rna20	1635	1600	186.807	27.0771
rna19	2736	2701	119.778	10.2844
rna21	1102	1067	13	2.82558
rna22	370	335	23.6707	16.3869
rna23	5269	5234	1866.3	82.6946
rna24	709	674	5	1.72044
