target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	0	0
rna28333	66	31	1	6.04599
rna28334	63	28	0	0
rna28335	70	35	2	10.71
rna28336	69	34	4	22.0501
gene12361	1002	967	233	45.1605
rna28337	69	34	8	44.1001
rna28338	68	33	179.983	1022.22
rna28339	72	37	7	35.4589
gene12362	1566	1531	75239	9210.79
rna28340	70	35	1	5.35502
gene12363	678	643	14723	4291.55
rna28341	69	34	0	0
rna28342	69	34	2	11.025
gene12364	159	124	8	12.092
gene12365	681	646	231	67.0206
gene12366	780	745	719	180.885
rna28343	66	31	0	0
gene12367	354	319	34	19.9764
rna28344	67	32	8	46.8564
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	1895	217.897
rna28347	68	33	1	5.67956
gene12369	1344	1309	2393	342.635
gene12370	264	229	16	13.0952
rna28348	78	43	2	8.71747
rna28349	68	33	0	0
gene12371	504	469	118	47.1561
gene12372	1152	1117	14863	2493.92
rna28350	67	32	0	0
gene12373	918	883	598	126.932
rna28351	71	36	17	88.5065
rna28352	1371	1336	187684	26329.9
rna28353	70	35	6	32.1301
rna28354	786	751	3394	847.034
rna0	1447	1412	59.9869	7.96253
rna1	835	800	71.9696	16.8612
rna2	1068	1033	0	0
rna3	4225	4190	981.261	43.8934
rna4	4189	4154	831.596	37.521
rna5	4183	4148	5.45272	0.246379
rna6	4099	4064	259.608	11.9728
rna7	4256	4221	806.469	35.8098
rna8	1745	1710	451.473	49.484
rna9	1848	1813	1858.53	192.132
rna10	1156	1121	479.657	80.1962
rna11	811	776	219.963	53.1272
rna12	2088	2053	277.526	25.3363
rna13	1866	1831	0	0
rna14	1817	1782	19.1761	2.01689
rna15	1761	1726	868.501	94.3101
rna16	1767	1732	24.5787	2.65974
rna17	2330	2295	321.599	26.264
rna18	1595	1560	535	64.2774
rna20	1635	1600	209.665	24.5603
rna19	2736	2701	150.809	10.4648
rna21	1102	1067	18	3.16182
rna22	370	335	50.1166	28.0392
rna23	5269	5234	2213.44	79.2618
rna24	709	674	6	1.66848
rna25	1346	1311	275	39.3151
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	442	40.5096
rna26	2131	2096	0	0
rna31	2378	2343	74.352	5.94771
rna30	2797	2762	0	0
rna32	2705	2670	1608.65	112.922
rna34	670	635	0	0
rna33	519	484	178	68.9293
rna35	7543	7508	175	4.3686
rna48	2647	2612	809.406	58.0794
rna47	3942	3907	15.0849	0.723651
rna46	2870	2835	90.7043	5.99658
rna45	4248	4213	265.772	11.8235
rna44	4454	4419	0.00808767	0.000343027
rna43	3106	3071	68.0986	4.15611
rna42	2769	2734	0	0
rna40	2940	2905	0.000702051	4.52951e-005
rna41	3144	3109	0	0
rna38	2843	2808	0	0
rna39	3009	2974	259.698	16.3665
rna37	3214	3179	0.000429762	2.53376e-005
rna36	3212	3177	47.4667	2.80028
rna49	84	49	1	3.82501
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	1	2.88347
rna58	21	22	0	0
rna59	100	65	1	2.88347
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	195.057	13.2507
rna64	2208	2173	121.431	10.4737
rna65	2212	2177	11.6194	1.00036
rna66	14474	14439	0	0
rna67	14423	14388	0	0
rna68	14444	14409	9.94946e-009	1.29418e-010
rna69	14417	14382	1.08937e-007	1.41966e-009
rna70	14453	14418	0	0
rna71	14407	14372	98.3412	1.28247
rna72	14356	14321	0	0
rna73	14266	14231	355.327	4.67974
rna74	14458	14423	0.000143977	1.87096e-006
rna75	14395	14360	845.595	11.0366
rna76	14316	14281	0.00232697	3.05394e-005
rna77	14300	14265	233.133	3.0631
rna78	14089	14054	1098.6	14.6511
rna83	6159	6124	117.057	3.58255
rna81	4544	4509	44.0161	1.82962
rna82	4606	4571	354.195	14.5231
rna80	4421	4386	1616.73	69.0873
rna79	4544	4509	0	0
rna84	1474	1439	12.4529	1.62196
rna85	4011	3976	784	36.9572
rna86	4332	4297	20.9357	0.913169
rna87	5550	5515	0	0
rna88	5530	5495	96.9661	3.30736
rna89	4942	4907	1695.52	64.7613
rna91	2164	2129	7.33381	0.645629
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	0.116985	0.00531411
rna94	1791	1756	4	0.426938
rna95	7798	7763	1481.01	35.7566
rna96	1263	1228	124.082	18.9382
rna97	1507	1472	1.0337	0.131618
rna98	147	112	13.6831	22.8979
rna99	1089	1054	15	2.66735
rna100	3465	3430	1018.17	55.6361
rna101	3014	2979	857.826	53.9706
rna102	2233	2198	1560.71	133.083
rna103	556	521	1	0.359742
rna104	937	902	2	0.415578
rna106	2689	2654	288.949	20.4056
rna105	2799	2764	216.865	14.7055
rna107	4147	4112	529.185	24.1203
rna108	3811	3776	136.815	6.79095
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	938.251	106.642
rna112	1416	1381	344.655	46.7756
rna111	1532	1497	505.094	63.2382
rna114	1231	1196	242	37.9239
rna118	2623	2588	26.9616	1.95258
rna117	2429	2394	0	0
rna115	2665	2630	1099.04	78.3224
rna116	2757	2722	0	0
rna119	443	408	35	16.0782
rna120	2938	2903	897.859	57.9682
rna121	3327	3292	0	0
rna122	3374	3339	430.141	24.1448
rna123	3403	3368	301.402	16.7727
