target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	0	0
rna28333	66	31	0	0
rna28334	63	28	1	7.66986
rna28335	70	35	1	6.13589
rna28336	69	34	12	75.7963
gene12361	1002	967	461	102.381
rna28337	69	34	14	88.429
rna28338	68	33	242.968	1581.18
rna28339	72	37	9	52.238
gene12362	1566	1531	79063	11090.3
rna28340	70	35	2	12.2718
gene12363	678	643	14537	4855.23
rna28341	69	34	0	0
rna28342	69	34	2	12.6327
gene12364	159	124	7	12.1233
gene12365	681	646	387	128.654
gene12366	780	745	1149	331.215
rna28343	66	31	1	6.92762
gene12367	354	319	24	16.1572
rna28344	67	32	8	53.6891
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	2777	365.876
rna28347	68	33	2	13.0155
gene12369	1344	1309	4295	704.643
gene12370	264	229	37	34.6986
rna28348	78	43	2	9.98866
rna28349	68	33	0	0
gene12371	504	469	197	90.2068
gene12372	1152	1117	14662	2818.94
rna28350	67	32	1	6.71113
gene12373	918	883	1352	328.822
rna28351	71	36	9	53.6891
rna28352	1371	1336	241718	38855.1
rna28353	70	35	2	12.2718
rna28354	786	751	6608	1889.63
rna0	1447	1412	55.3725	8.42181
rna1	835	800	40.1152	10.7687
rna2	1068	1033	0	0
rna3	4225	4190	609.95	31.2627
rna4	4189	4154	673.82	34.8356
rna5	4183	4148	593.207	30.7123
rna6	4099	4064	0.000512608	2.7088e-005
rna7	4256	4221	774.741	39.4173
rna8	1745	1710	390.963	49.1004
rna9	1848	1813	1705.04	201.968
rna10	1156	1121	251.413	48.1645
rna11	811	776	288.962	79.9697
rna12	2088	2053	257.887	26.9765
rna13	1866	1831	0	0
rna14	1817	1782	9.40902	1.13392
rna15	1761	1726	785.858	97.7798
rna16	1767	1732	69.1099	8.56915
rna17	2330	2295	312.361	29.2294
rna18	1595	1560	552	75.9907
rna20	1635	1600	127.655	17.1343
rna19	2736	2701	192.487	15.3046
rna21	1102	1067	15	3.01907
rna22	370	335	45.7176	29.3079
rna23	5269	5234	1956.22	80.2657
rna24	709	674	9	2.86766
rna25	1346	1311	205	33.5813
rna29	2262	2227	12.2363	1.17998
rna28	2319	2284	0	0
rna27	2080	2045	383.764	40.301
rna26	2131	2096	0	0
rna31	2378	2343	1.17394e-007	1.07602e-008
rna30	2797	2762	35.9823	2.79776
rna32	2705	2670	1302.02	104.725
rna34	670	635	0	0
rna33	519	484	168	74.5435
rna35	7543	7508	216	6.17839
rna48	2647	2612	862.195	70.8889
rna47	3942	3907	18.076	0.993587
rna46	2870	2835	129.065	9.77687
rna45	4248	4213	163.899	8.35468
rna44	4454	4419	135.705	6.59506
rna43	3106	3071	167.267	11.697
rna42	2769	2734	22.4105	1.76035
rna40	2940	2905	3.83475	0.283489
rna41	3144	3109	0	0
rna38	2843	2808	0	0
rna39	3009	2974	202.22	14.6025
rna37	3214	3179	6.25824e-008	4.22773e-009
rna36	3212	3177	0	0
rna49	84	49	1	4.38278
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	192.969	15.0204
rna64	2208	2173	0.886738	0.0876358
rna65	2212	2177	49.1447	4.84802
rna66	14474	14439	0	0
rna67	14423	14388	0	0
rna68	14444	14409	0	0
rna69	14417	14382	0	0
rna70	14453	14418	0	0
rna71	14407	14372	122.835	1.83549
rna72	14356	14321	80.5107	1.20733
rna73	14266	14231	288.032	4.34662
rna74	14458	14423	1.83695e-005	2.73519e-007
rna75	14395	14360	447.436	6.69148
rna76	14316	14281	0.00701862	0.000105545
rna77	14300	14265	486.506	7.32424
rna78	14089	14054	1483.67	22.6717
rna83	6159	6124	87.7275	3.07643
rna81	4544	4509	6.52177	0.310621
rna82	4606	4571	316.962	14.8916
rna80	4421	4386	1426.79	69.8613
rna79	4544	4509	0	0
rna84	1474	1439	41.9149	6.25538
rna85	4011	3976	796.707	43.0327
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	30.9238	1.20857
rna89	4942	4907	1224.69	53.5991
rna91	2164	2129	3.38086	0.341034
rna92	88	53	1.47394	5.97241
rna93	23	24	0	0
rna90	4161	4126	82.6487	4.30182
rna94	1791	1756	5.01217	0.612981
rna95	7798	7763	1273.26	35.2237
rna96	1263	1228	100.486	17.5732
rna97	1507	1472	1.02853	0.150057
rna98	147	112	9.83518	18.8586
rna99	1089	1054	15	3.0563
rna100	3465	3430	998.634	62.5256
rna101	3014	2979	518.366	37.369
rna102	2233	2198	1446.48	141.328
rna103	556	521	0	0
rna104	937	902	2	0.476178
rna106	2689	2654	193.136	15.6281
rna105	2799	2764	177.537	13.7942
rna107	4147	4112	591	30.866
rna108	3811	3776	0	0
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	712.712	92.8195
rna112	1416	1381	160.28	24.9248
rna111	1532	1497	798.007	114.48
rna114	1231	1196	203	36.4511
rna118	2623	2588	0	0
rna117	2429	2394	0	0
rna115	2665	2630	773	63.1204
rna116	2757	2722	0	0
rna119	443	408	24	12.6327
rna120	2938	2903	773.062	57.1891
rna121	3327	3292	0	0
rna122	3374	3339	359.938	23.1503
rna123	3403	3368	302.791	19.3071
rna124	73	38	0.150536	0.85075
