target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	0	0
rna28333	66	31	0	0
rna28334	63	28	1	7.86183
rna28335	70	35	0	0
rna28336	69	34	2	12.9489
gene12361	1002	967	380	86.5045
rna28337	69	34	7	45.3211
rna28338	68	33	178.946	1193.68
rna28339	72	37	5	29.7475
gene12362	1566	1531	61482	8840.04
rna28340	70	35	6	37.7368
gene12363	678	643	9224	3157.84
rna28341	69	34	0	0
rna28342	69	34	1	6.47445
gene12364	159	124	10	17.7525
gene12365	681	646	361	123.015
gene12366	780	745	995	294.001
rna28343	66	31	2	14.202
gene12367	354	319	39	26.9126
rna28344	67	32	2	13.7582
rna28345	69	34	0	0
rna28346	69	34	2	12.9489
gene12368	1665	1630	3104	419.195
rna28347	68	33	4	26.6826
gene12369	1344	1309	4560	766.844
gene12370	264	229	58	55.7538
rna28348	78	43	1	5.11933
rna28349	68	33	1	6.67064
gene12371	504	469	208	97.6275
gene12372	1152	1117	11647	2295.32
rna28350	67	32	0	0
gene12373	918	883	1207	300.904
rna28351	71	36	19	116.18
rna28352	1371	1336	170741	28132.9
rna28353	70	35	11	69.1841
rna28354	786	751	5820	1705.94
rna0	1447	1412	52.1583	8.1315
rna1	835	800	32.7867	9.02172
rna2	1068	1033	10.6099	2.26097
rna3	4225	4190	678.517	35.6475
rna4	4189	4154	405.827	21.5058
rna5	4183	4148	675.01	35.8223
rna6	4099	4064	176.05	9.53598
rna7	4256	4221	718.48	37.4698
rna8	1745	1710	205.83	26.4969
rna9	1848	1813	1613.17	195.868
rna10	1156	1121	452.728	88.9024
rna11	811	776	171.604	48.6796
rna12	2088	2053	256.227	27.4737
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	888.392	113.304
rna16	1767	1732	92.4134	11.7454
rna17	2330	2295	253.636	24.3282
rna18	1595	1560	509	71.8249
rna20	1635	1600	183.772	25.2838
rna19	2736	2701	283.846	23.1334
rna21	1102	1067	20	4.12617
rna22	370	335	63.1211	41.4774
rna23	5269	5234	2305.21	96.9525
rna24	709	674	3	0.979813
rna25	1346	1311	190	31.9031
rna29	2262	2227	12.2363	1.20951
rna28	2319	2284	0	0
rna27	2080	2045	368.764	39.6951
rna26	2131	2096	0	0
rna31	2378	2343	215.119	20.211
rna30	2797	2762	0	0
rna32	2705	2670	1526.88	125.885
rna34	670	635	0	0
rna33	519	484	147	66.858
rna35	7543	7508	168	4.92569
rna48	2647	2612	674.688	56.8606
rna47	3942	3907	27.1533	1.52989
rna46	2870	2835	5.9058	0.458572
rna45	4248	4213	207.94	10.8649
rna44	4454	4419	164.226	8.18087
rna43	3106	3071	114.878	8.23456
rna42	2769	2734	0	0
rna40	2940	2905	136.712	10.3596
rna41	3144	3109	0.00176326	0.000124847
rna38	2843	2808	0	0
rna39	3009	2974	33.4909	2.47895
rna37	3214	3179	0.000393779	2.72674e-005
rna36	3212	3177	48.6582	3.37148
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	179.191	14.297
rna64	2208	2173	104.611	10.5974
rna65	2212	2177	10.29	1.04049
rna66	14474	14439	0	0
rna67	14423	14388	45.3818	0.694326
rna68	14444	14409	1.5608e-008	2.38449e-010
rna69	14417	14382	1.66151e-007	2.54311e-009
rna70	14453	14418	0	0
rna71	14407	14372	0	0
rna72	14356	14321	0	0
rna73	14266	14231	294.151	4.55005
rna74	14458	14423	1.41644e-007	2.16184e-009
rna75	14395	14360	1143.51	17.5294
rna76	14316	14281	4.58287	0.0706415
rna77	14300	14265	346.264	5.3434
rna78	14089	14054	725.112	11.3576
rna83	6159	6124	80.2072	2.8831
rna81	4544	4509	75.4879	3.68535
rna82	4606	4571	146.82	7.07057
rna80	4421	4386	1508.49	75.7102
rna79	4544	4509	0	0
rna84	1474	1439	7.74162	1.18427
rna85	4011	3976	872.517	48.3069
rna86	4332	4297	0.00303281	0.000155368
rna87	5550	5515	0	0
rna88	5530	5495	30.5407	1.22347
rna89	4942	4907	1956.64	87.776
rna91	2164	2129	5.35224	0.553403
rna92	88	53	6.57196	27.2961
rna93	23	24	0	0
rna90	4161	4126	51.0977	2.72618
rna94	1791	1756	2.00442	0.251272
rna95	7798	7763	1335.87	37.8805
rna96	1263	1228	186.045	33.3504
rna97	1507	1472	1.02208	0.152848
rna98	147	112	11.0317	21.6824
rna99	1089	1054	12	2.50624
rna100	3465	3430	1471.01	94.407
rna101	3014	2979	327.987	24.2364
rna102	2233	2198	1323.68	132.567
rna103	556	521	0	0
rna104	937	902	7	1.70834
rna106	2689	2654	275.49	22.85
rna105	2799	2764	108.798	8.66489
rna107	4147	4112	517.064	27.6804
rna108	3811	3776	199.936	11.6558
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	757.056	101.062
rna112	1416	1381	119.458	19.0417
rna111	1532	1497	541.485	79.6244
rna114	1231	1196	171	31.4736
rna118	2623	2588	6.60916	0.562165
rna117	2429	2394	48.4669	4.4566
rna115	2665	2630	1006.92	84.2796
rna116	2757	2722	1.32977e-008	1.0754e-009
rna119	443	408	41	22.121
rna120	2938	2903	645	48.9096
rna121	3327	3292	0	0
rna122	3374	3339	379	24.9865
