target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	0	0
rna28333	66	31	1	5.91184
rna28334	63	28	0	0
rna28335	70	35	2	10.4724
rna28336	69	34	6	32.3412
gene12361	1002	967	453	85.8531
rna28337	69	34	14	75.4629
rna28338	68	33	314.956	1749.12
rna28339	72	37	12	59.4379
gene12362	1566	1531	89047	10659.3
rna28340	70	35	6	31.4172
gene12363	678	643	16849	4802.28
rna28341	69	34	7	37.7314
rna28342	69	34	3	16.1706
gene12364	159	124	12	17.7355
gene12365	681	646	433	122.84
gene12366	780	745	1133	278.713
rna28343	66	31	3	17.7355
gene12367	354	319	41	23.5547
rna28344	67	32	3	17.1813
rna28345	69	34	1	5.3902
rna28346	69	34	0	0
gene12368	1665	1630	2630	295.701
rna28347	68	33	3	16.6606
gene12369	1344	1309	4271	597.963
gene12370	264	229	45	36.0132
rna28348	78	43	2	8.52404
rna28349	68	33	5	27.7677
gene12371	504	469	210	82.0598
gene12372	1152	1117	18187	2983.95
rna28350	67	32	0	0
gene12373	918	883	987	204.852
rna28351	71	36	12	61.089
rna28352	1371	1336	236619	32458.4
rna28353	70	35	16	83.7792
rna28354	786	751	8766	2139.17
rna0	1447	1412	37.0443	4.80807
rna1	835	800	38.9505	8.92292
rna2	1068	1033	26.3525	4.67526
rna3	4225	4190	828.604	36.2424
rna4	4189	4154	641.339	28.2947
rna5	4183	4148	498.229	22.0128
rna6	4099	4064	118.683	5.35205
rna7	4256	4221	624.797	27.1274
rna8	1745	1710	645.253	69.1541
rna9	1848	1813	1663.75	168.18
rna10	1156	1121	411.93	67.3445
rna11	811	776	329.846	77.8993
rna12	2088	2053	284.462	25.3933
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	822.111	87.2919
rna16	1767	1732	280.098	29.6378
rna17	2330	2295	382.553	30.5487
rna18	1595	1560	562	66.0231
rna20	1635	1600	244.554	28.0117
rna19	2736	2701	159.436	10.818
rna21	1102	1067	18	3.09166
rna22	370	335	58.7562	32.1435
rna23	5269	5234	2242.45	78.5186
rna24	709	674	7	1.90337
rna25	1346	1311	293	40.959
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	523	46.8697
rna26	2131	2096	0	0
rna31	2378	2343	0.0976967	0.00764173
rna30	2797	2762	90.3795	5.99695
rna32	2705	2670	1712.52	117.546
rna34	670	635	0	0
rna33	519	484	195	73.8369
rna35	7543	7508	213	5.19924
rna48	2647	2612	962.115	67.5053
rna47	3942	3907	24.136	1.13215
rna46	2870	2835	32.2769	2.08652
rna45	4248	4213	252.771	10.9956
rna44	4454	4419	30.5276	1.26606
rna43	3106	3071	109.785	6.5516
rna42	2769	2734	0	0
rna40	2940	2905	48.3293	3.04894
rna41	3144	3109	49.277	2.90474
rna38	2843	2808	0	0
rna39	3009	2974	95.2777	5.8713
rna37	3214	3179	62.5962	3.60862
rna36	3212	3177	3.56802e-006	2.05823e-007
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	270.221	17.9495
rna64	2208	2173	7.74234	0.652975
rna65	2212	2177	72.0363	6.06425
rna66	14474	14439	0	0
rna67	14423	14388	82.0521	1.04514
rna68	14444	14409	0	0
rna69	14417	14382	2.10637e-008	2.68411e-010
rna70	14453	14418	42.3617	0.538459
rna71	14407	14372	46.3733	0.591337
rna72	14356	14321	45.4174	0.58121
rna73	14266	14231	236.822	3.0498
rna74	14458	14423	9.80485e-008	1.24586e-009
rna75	14395	14360	486.744	6.21199
rna76	14316	14281	0.893037	0.0114603
rna77	14300	14265	253.053	3.25106
rna78	14089	14054	1180.28	15.3911
rna83	6159	6124	80.4147	2.40649
rna81	4544	4509	0.05402	0.00219563
rna82	4606	4571	247.049	9.90503
rna80	4421	4386	1658.48	69.2989
rna79	4544	4509	0	0
rna84	1474	1439	9.02074	1.14886
rna85	4011	3976	795.663	36.6748
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	66.5526	2.21964
rna89	4942	4907	1657.23	61.8943
rna91	2164	2129	4.31074	0.371074
rna92	88	53	3.45854	11.9592
rna93	23	24	0	0
rna90	4161	4126	17.563	0.780106
rna94	1791	1756	2	0.208732
rna95	7798	7763	1518.89	35.8576
rna96	1263	1228	149.442	22.3028
rna97	1507	1472	3.06366	0.381431
rna98	147	112	11.3701	18.605
rna99	1089	1054	23	3.99918
rna100	3465	3430	1309.42	69.9633
rna101	3014	2979	578.577	35.5938
rna102	2233	2198	2219.68	185.074
rna103	556	521	0	0
rna104	937	902	0	0
rna106	2689	2654	270.992	18.7128
rna105	2799	2764	180.703	11.9815
rna107	4147	4112	587.825	26.1987
rna108	3811	3776	180.175	8.74471
rna109	135	100	1	1.83267
rna110	21	22	0	0
rna113	1684	1649	857.316	95.2806
rna112	1416	1381	192.729	25.5763
rna111	1532	1497	721.956	88.3839
rna114	1231	1196	244	37.3889
rna118	2623	2588	7.41185	0.524863
rna117	2429	2394	3.9052	0.298953
rna115	2665	2630	1320.4	92.0099
rna116	2757	2722	13.2814	0.894214
rna119	443	408	34	15.2722
rna120	2938	2903	910.394	57.4734
rna121	3327	3292	0	0
rna122	3374	3339	479.606	26.324
