target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	1	8.36785
rna28333	66	31	0	0
rna28334	63	28	1	8.36785
rna28335	70	35	3	20.0828
rna28336	69	34	11	75.8028
gene12361	1002	967	427	103.46
rna28337	69	34	12	82.694
rna28338	68	33	338.94	2406.47
rna28339	72	37	6	37.9945
gene12362	1566	1531	60086	9195.38
rna28340	70	35	3	20.0828
gene12363	678	643	12534	4567.2
rna28341	69	34	1	6.89117
rna28342	69	34	0	0
gene12364	159	124	12	22.6742
gene12365	681	646	407	147.616
gene12366	780	745	1116	350.978
rna28343	66	31	5	37.7903
gene12367	354	319	50	36.7241
rna28344	67	32	2	14.6437
rna28345	69	34	0	0
rna28346	69	34	1	6.89117
gene12368	1665	1630	2222	319.395
rna28347	68	33	2	14.2
gene12369	1344	1309	3614	646.875
gene12370	264	229	38	38.8794
rna28348	78	43	3	16.3465
rna28349	68	33	2	14.2
gene12371	504	469	275	137.383
gene12372	1152	1117	13481	2827.75
rna28350	67	32	1	7.32186
gene12373	918	883	1127	299.044
rna28351	71	36	13	84.6082
rna28352	1371	1336	214821	37673.9
rna28353	70	35	4	26.7771
rna28354	786	751	6682	2084.67
rna0	1447	1412	64.6013	10.7196
rna1	835	800	59.778	17.5075
rna2	1068	1033	0	0
rna3	4225	4190	592.45	33.1291
rna4	4189	4154	805.764	45.4478
rna5	4183	4148	118.131	6.67263
rna6	4099	4064	78.5134	4.52649
rna7	4256	4221	736.301	40.8707
rna8	1745	1710	572.58	78.4534
rna9	1848	1813	1561.42	201.787
rna10	1156	1121	365.792	76.454
rna11	811	776	203.784	61.5292
rna12	2088	2053	257.062	29.3374
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	736.011	99.9114
rna16	1767	1732	30.2716	4.09505
rna17	2330	2295	293.079	29.9208
rna18	1595	1560	391	58.7251
rna20	1635	1600	138.167	20.2328
rna19	2736	2701	136.456	11.8369
rna21	1102	1067	11	2.41546
rna22	370	335	33.4203	23.3742
rna23	5269	5234	1727.6	77.3359
rna24	709	674	4	1.3905
rna25	1346	1311	256	45.7519
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	374	42.8499
rna26	2131	2096	0	0
rna31	2378	2343	31.1465	3.11465
rna30	2797	2762	0	0
rna32	2705	2670	1194.85	104.852
rna34	670	635	4.2053	1.55165
rna33	519	484	154.795	74.9346
rna35	7543	7508	221	6.89667
rna48	2647	2612	920.718	82.5895
rna47	3942	3907	27.1529	1.62834
rna46	2870	2835	76.2904	6.30505
rna45	4248	4213	207.745	11.5534
rna44	4454	4419	0.146639	0.00777492
rna43	3106	3071	113.741	8.67775
rna42	2769	2734	0	0
rna40	2940	2905	56.9229	4.59105
rna41	3144	3109	6.61844e-006	4.98777e-007
rna38	2843	2808	0	0
rna39	3009	2974	49.4396	3.89498
rna37	3214	3179	5.49487e-006	4.04985e-007
rna36	3212	3177	85.3443	6.29403
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	177.243	15.0518
rna64	2208	2173	65.2096	7.0311
rna65	2212	2177	6.65459	0.716201
rna66	14474	14439	0	0
rna67	14423	14388	83.8806	1.36594
rna68	14444	14409	0	0
rna69	14417	14382	0	0
rna70	14453	14418	0	0
rna71	14407	14372	54.531	0.888992
rna72	14356	14321	51.8767	0.848732
rna73	14266	14231	281.775	4.63916
