target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	2	9.95953
rna28333	66	31	0	0
rna28334	63	28	2	9.95953
rna28335	70	35	1	3.98381
rna28336	69	34	8	32.8079
gene12361	1002	967	861	124.149
rna28337	69	34	23	94.3226
rna28338	68	33	606.975	2564.63
rna28339	72	37	10	37.6847
gene12362	1566	1531	105289	9589.03
rna28340	70	35	5	19.9191
gene12363	678	643	21292	4617.13
rna28341	69	34	0	0
rna28342	69	34	0	0
gene12364	159	124	32	35.9828
gene12365	681	646	659	142.239
gene12366	780	745	1596	298.706
rna28343	66	31	2	8.9957
gene12367	354	319	79	34.5305
rna28344	67	32	5	21.7865
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	3881	331.988
rna28347	68	33	4	16.901
gene12369	1344	1309	6351	676.502
gene12370	264	229	70	42.6216
rna28348	78	43	5	16.2132
rna28349	68	33	4	16.901
gene12371	504	469	382	113.568
gene12372	1152	1117	19926	2487.33
rna28350	67	32	1	4.35729
gene12373	918	883	1494	235.916
rna28351	71	36	6	23.2389
rna28352	1371	1336	311980	32560.2
rna28353	70	35	8	31.8705
rna28354	786	751	8257	1533.02
rna0	1447	1412	74.0417	7.31154
rna1	835	800	94.5689	16.4826
rna2	1068	1033	17.3271	2.3388
rna3	4225	4190	927.745	30.8732
rna4	4189	4154	1376.48	46.203
rna5	4183	4148	327.343	11.0035
rna6	4099	4064	153.085	5.25226
rna7	4256	4221	1129.14	37.2991
rna8	1745	1710	642.788	52.4129
rna9	1848	1813	2206.21	169.674
rna10	1156	1121	570.59	70.9717
rna11	811	776	241.016	43.3062
rna12	2088	2053	384.5	26.1141
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	899.927	72.6998
rna16	1767	1732	247.395	19.9164
rna17	2330	2295	394.572	23.9724
rna18	1595	1560	722	64.5326
rna20	1635	1600	233.527	20.3509
rna19	2736	2701	240.005	12.3898
rna21	1102	1067	35	4.57373
rna22	370	335	61.2546	25.4954
rna23	5269	5234	2811.13	74.8883
rna24	709	674	9	1.86187
