target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	2	16.825
rna28333	66	31	0	0
rna28334	63	28	0	0
rna28335	70	35	2	13.46
rna28336	69	34	7	48.4955
gene12361	1002	967	473	115.217
rna28337	69	34	16	110.847
rna28338	68	33	367.949	2626.37
rna28339	72	37	5	31.831
gene12362	1566	1531	59754	9193.35
rna28340	70	35	3	20.1899
gene12363	678	643	12884	4719.78
rna28341	69	34	0	0
rna28342	69	34	4	27.7117
gene12364	159	124	14	26.5943
gene12365	681	646	368	134.183
gene12366	780	745	1030	325.659
rna28343	66	31	3	22.7951
gene12367	354	319	50	36.92
rna28344	67	32	5	36.8046
rna28345	69	34	1	6.92792
rna28346	69	34	1	6.92792
gene12368	1665	1630	2293	331.359
rna28347	68	33	2	14.2757
gene12369	1344	1309	3575	643.307
gene12370	264	229	31	31.8866
rna28348	78	43	3	16.4337
rna28349	68	33	2	14.2757
gene12371	504	469	254	127.568
gene12372	1152	1117	13261	2796.44
rna28350	67	32	0	0
gene12373	918	883	1153	307.574
rna28351	71	36	12	78.5165
rna28352	1371	1336	214445	37808.6
rna28353	70	35	5	33.6499
rna28354	786	751	6493	2036.51
rna0	1447	1412	57.6797	9.62211
rna1	835	800	65.4848	19.2811
rna2	1068	1033	0	0
rna3	4225	4190	569.716	32.0277
rna4	4189	4154	830.815	47.1107
rna5	4183	4148	138.92	7.88874
rna6	4099	4064	9.80898e-008	5.68529e-009
rna7	4256	4221	763.229	42.5914
rna8	1745	1710	378.329	52.1141
rna9	1848	1813	1741.67	226.282
rna10	1156	1121	290.239	60.9863
rna11	811	776	248.085	75.3045
rna12	2088	2053	193.729	22.2273
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	780.923	106.574
rna16	1767	1732	16.5348	2.2487
rna17	2330	2295	311.489	31.9699
rna18	1595	1560	385	58.1324
rna20	1635	1600	106.211	15.6362
rna19	2736	2701	165.08	14.3963
rna21	1102	1067	8	1.76607
rna22	370	335	49.9837	35.1451
rna23	5269	5234	1774.06	79.8394
rna24	709	674	3	1.04844
rna25	1346	1311	255	45.8162
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	353	40.6596
rna26	2131	2096	0	0
rna31	2378	2343	0	0
rna30	2797	2762	0	0
rna32	2705	2670	1166	102.865
rna34	670	635	0	0
rna33	519	484	148	72.0275
rna35	7543	7508	188	5.89815
rna48	2647	2612	888.721	80.1446
rna47	3942	3907	33.1866	2.00079
rna46	2870	2835	106.135	8.81839
rna45	4248	4213	185.62	10.378
rna44	4454	4419	6.86837	0.36611
rna43	3106	3071	116.232	8.91513
rna42	2769	2734	0	0
rna40	2940	2905	5.0315	0.407975
rna41	3144	3109	0	0
rna38	2843	2808	0	0
rna39	3009	2974	158.762	12.5744
rna37	3214	3179	0	0
rna36	3212	3177	32.7192	2.42587
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	2	7.24767
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	207.133	17.684
rna64	2208	2173	60.2361	6.52948
rna65	2212	2177	0	0
rna66	14474	14439	0	0
rna67	14423	14388	79.3904	1.29972
rna68	14444	14409	4.64761e-008	7.59763e-010
