target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	0	0
rna28333	66	31	0	0
rna28334	63	28	0	0
rna28335	70	35	2	9.31207
rna28336	69	34	12	57.5157
gene12361	1002	967	509	85.7779
rna28337	69	34	10	47.9298
rna28338	68	33	264.93	1308.28
rna28339	72	37	8	35.2349
gene12362	1566	1531	83388	8875.9
rna28340	70	35	5	23.2802
gene12363	678	643	18088	4584.2
rna28341	69	34	2	9.58595
rna28342	69	34	3	14.3789
gene12364	159	124	16	21.0273
gene12365	681	646	354	89.3007
gene12366	780	745	1244	272.112
rna28343	66	31	4	21.0273
gene12367	354	319	45	22.9883
rna28344	67	32	7	35.6478
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	2742	274.135
rna28347	68	33	6	29.6293
gene12369	1344	1309	4430	551.504
gene12370	264	229	31	22.0603
rna28348	78	43	4	15.1592
rna28349	68	33	4	19.7529
gene12371	504	469	270	93.8156
gene12372	1152	1117	15668	2285.83
rna28350	67	32	1	5.09254
gene12373	918	883	1124	207.439
rna28351	71	36	18	81.4806
rna28352	1371	1336	272907	33288.4
rna28353	70	35	6	27.9362
rna28354	786	751	7629	1655.43
rna0	1447	1412	55.8839	6.44965
rna1	835	800	76.4538	15.5738
rna2	1068	1033	7.88431	1.24379
rna3	4225	4190	515.792	20.0606
rna4	4189	4154	1533.08	60.1427
rna5	4183	4148	67.4362	2.64935
rna6	4099	4064	93.9397	3.76686
rna7	4256	4221	815.53	31.4854
rna8	1745	1710	622.071	59.2827
rna9	1848	1813	1577.93	141.832
rna10	1156	1121	434.526	63.1677
rna11	811	776	293.204	61.5733
rna12	2088	2053	310.699	24.6624
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	998.541	94.2777
rna16	1767	1732	37.5031	3.52861
rna17	2330	2295	390.527	27.7302
rna18	1595	1560	585	61.1105
rna20	1635	1600	182.761	18.6143
rna19	2736	2701	180.332	10.8801
rna21	1102	1067	17	2.59638
rna22	370	335	41.9673	20.415
rna23	5269	5234	2088.89	65.0378
rna24	709	674	5	1.20891
rna25	1346	1311	265	32.9403
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	466	37.1344
rna26	2131	2096	0	0
rna31	2378	2343	1.73303	0.120536
rna30	2797	2762	21.3193	1.25786
rna32	2705	2670	1632.95	99.6656
rna34	670	635	8.4106	2.15843
rna33	519	484	221.589	74.6084
rna35	7543	7508	218	4.73169
rna48	2647	2612	1112.54	69.4107
rna47	3942	3907	48.2711	2.01339
rna46	2870	2835	170.868	9.82182
rna45	4248	4213	338.341	13.0872
rna44	4454	4419	7.04175	0.259681
rna43	3106	3071	145.941	7.74428
rna42	2769	2734	0	0
rna40	2940	2905	104.932	5.88637
rna41	3144	3109	42.7933	2.24305
rna38	2843	2808	0	0
rna39	3009	2974	164.476	9.0125
rna37	3214	3179	44.4831	2.28028
rna36	3212	3177	7.63583e-006	3.91673e-007
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	1	2.5071
rna62	19	20	0	0
rna63	2794	2759	223.897	13.2246
rna64	2208	2173	80.3391	6.02492
rna65	2212	2177	8.21364	0.614839
rna66	14474	14439	0	0
rna67	14423	14388	42.8821	0.485691
rna68	14444	14409	48.6399	0.550101
rna69	14417	14382	2.17782e-008	2.46766e-010
rna70	14453	14418	0	0
rna71	14407	14372	1.74249e-007	1.97577e-009
rna72	14356	14321	52.548	0.597953
rna73	14266	14231	230.37	2.638
rna74	14458	14423	6.65849e-007	7.52323e-009
rna75	14395	14360	768.292	8.71879
rna76	14316	14281	2.1024	0.0239906
rna77	14300	14265	622.824	7.11505
rna78	14089	14054	963.341	11.1703
rna83	6159	6124	68.2145	1.81521
rna81	4544	4509	309.336	11.1798
rna82	4606	4571	0	0
rna80	4421	4386	1607.08	59.7108
rna79	4544	4509	34.3706	1.2422
rna84	1474	1439	40.4281	4.57832
rna85	4011	3976	909.52	37.2778
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	16.8671	0.500215
rna89	4942	4907	1487.76	49.4086
rna91	2164	2129	7.36877	0.564032
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	84.0928	3.32134
rna94	1791	1756	3	0.278408
rna95	7798	7763	1364.07	28.6346
rna96	1263	1228	107.456	14.2599
rna97	1507	1472	2.02497	0.224179
rna98	147	112	7.19947	10.4753
rna99	1089	1054	12	1.85535
rna100	3465	3430	968.745	46.0256
rna101	3014	2979	762.255	41.6979
rna102	2233	2198	2465.77	182.814
rna103	556	521	1	0.312785
rna104	937	902	8	1.44533
rna106	2689	2654	272.534	16.7341
rna105	2799	2764	153.694	9.06153
rna107	4147	4112	496.657	19.6828
rna108	3811	3776	131.343	5.66839
rna109	135	100	3	4.88884
rna110	21	22	0	0
rna113	1684	1649	975.622	96.4151
rna112	1416	1381	281.912	33.2662
rna111	1532	1497	615.466	66.9987
rna114	1231	1196	247	33.655
rna118	2623	2588	23.5716	1.48426
rna117	2429	2394	53.051	3.61122
rna115	2665	2630	899.377	55.7276
rna116	2757	2722	0	0
rna119	443	408	39	15.5772
rna120	2938	2903	1083.71	60.8343
rna121	3327	3292	0	0
