target_id	length	eff_length	est_counts	tpm
rna28331	66	31	1	8.59056
rna28332	63	28	1	9.51098
rna28333	66	31	0	0
rna28334	63	28	1	9.51098
rna28335	70	35	1	7.60878
rna28336	69	34	3	23.4977
gene12361	1002	967	487	134.118
rna28337	69	34	16	125.321
rna28338	68	33	308.985	2493.48
rna28339	72	37	12	86.37
gene12362	1566	1531	50721	8822.58
rna28340	70	35	5	38.0439
gene12363	678	643	8653	3583.76
rna28341	69	34	1	7.83257
rna28342	69	34	0	0
gene12364	159	124	13	27.9193
gene12365	681	646	326	134.39
gene12366	780	745	828	295.976
rna28343	66	31	2	17.1811
gene12367	354	319	16	13.3571
rna28344	67	32	7	58.2547
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	2043	333.783
rna28347	68	33	4	32.2797
gene12369	1344	1309	3241	659.36
gene12370	264	229	33	38.3762
rna28348	78	43	0	0
rna28349	68	33	5	40.3496
gene12371	504	469	213	120.946
gene12372	1152	1117	9226	2199.6
rna28350	67	32	1	8.3221
gene12373	918	883	859.996	259.37
rna28351	71	36	7	51.782
rna28352	1371	1336	161376	32167.3
rna28353	70	35	7	53.2615
rna28354	786	751	3551	1259.2
rna0	1447	1412	39.2222	7.39743
rna1	835	800	62.1556	20.6906
rna2	1068	1033	1.64432e-008	4.23906e-009
rna3	4225	4190	629.034	39.98
rna4	4189	4154	541.35	34.7052
rna5	4183	4148	244.571	15.7018
rna6	4099	4064	2.33884e-005	1.5326e-006
rna7	4256	4221	677.919	42.7707
rna8	1745	1710	345.747	53.845
rna9	1848	1813	1246.25	183.059
rna10	1156	1121	278.639	66.1942
rna11	811	776	108.115	37.1028
rna12	2088	2053	204.469	26.5229
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	576.382	88.9309
rna16	1767	1732	108.621	16.7013
rna17	2330	2295	208.774	24.2257
rna18	1595	1560	350	59.7484
rna20	1635	1600	125.42	20.8752
rna19	2736	2701	104.281	10.2816
rna21	1102	1067	15	3.74378
rna22	370	335	33.331	26.4964
rna23	5269	5234	1452.15	73.8858
rna24	709	674	5	1.97557
rna25	1346	1311	173	35.142
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	253.902	33.064
rna26	2131	2096	41.098	5.22171
rna31	2378	2343	91.007	10.3439
rna30	2797	2762	45.6168	4.39829
rna32	2705	2670	915.376	91.3001
rna34	670	635	4.2053	1.76362
rna33	519	484	118.795	65.3634
rna35	7543	7508	196	6.95208
rna48	2647	2612	595.277	60.6916
rna47	3942	3907	27.0609	1.84451
rna46	2870	2835	81.9661	7.69953
rna45	4248	4213	247.781	15.6625
rna44	4454	4419	1.62102	0.0976893
rna43	3106	3071	143.351	12.4309
rna42	2769	2734	0	0
rna40	2940	2905	115.791	10.6148
rna41	3144	3109	52.9309	4.5339
rna38	2843	2808	0	0
rna39	3009	2974	62.0006	5.55185
rna37	3214	3179	20.4628	1.71418
rna36	3212	3177	3.24527e-007	2.7203e-008
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	119.135	11.4993
rna64	2208	2173	0.000769663	9.43244e-005
rna65	2212	2177	80.9619	9.90388
rna66	14474	14439	0	0
rna67	14423	14388	0	0
rna68	14444	14409	2.40353e-008	4.44221e-010
rna69	14417	14382	2.10915e-007	3.90545e-009
rna70	14453	14418	4.16393e-008	7.69098e-010
rna71	14407	14372	1.81911e-007	3.37073e-009
rna72	14356	14321	1.28638e-007	2.39209e-009
rna73	14266	14231	192.779	3.6075
rna74	14458	14423	1.51297e-008	2.79357e-010
rna75	14395	14360	359.154	6.66054
rna76	14316	14281	72.268	1.34763
rna77	14300	14265	144.453	2.69674
rna78	14089	14054	1285.35	24.3558
rna83	6159	6124	88.479	3.84758
rna81	4544	4509	0.597295	0.035277
rna82	4606	4571	222	12.9337
rna80	4421	4386	1217.92	73.9494
rna79	4544	4509	0	0
rna84	1474	1439	12.4913	2.31169
rna85	4011	3976	521.849	34.9528
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	18.0362	0.874097
rna89	4942	4907	1099.58	59.675
rna91	2164	2129	6.43279	0.80465
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	39.6771	2.56091
rna94	1791	1756	1	0.151656
rna95	7798	7763	981.075	33.6555
rna96	1263	1228	76.9677	16.6914
rna97	1507	1472	5.11244	0.924918
rna98	147	112	5.98014	14.2192
rna99	1089	1054	9	2.27397
rna100	3465	3430	765.014	59.3962
rna101	3014	2979	470.986	42.1037
rna102	2233	2198	1202.17	145.653
rna103	556	521	0	0
rna104	937	902	0	0
rna106	2689	2654	156.945	15.7481
rna105	2799	2764	137.788	13.2757
rna107	4147	4112	347.666	22.516
rna108	3811	3776	143.334	10.1088
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	641.13	103.54
rna112	1416	1381	109.676	21.1496
rna111	1532	1497	475.194	84.5341
rna114	1231	1196	140	31.1731
rna118	2623	2588	0	0
rna117	2429	2394	53.5556	5.9575
rna115	2665	2630	632.444	64.0398
rna116	2757	2722	0	0
rna119	443	408	24	15.6651
rna120	2938	2903	442.399	40.5836
rna121	3327	3292	0	0
rna122	3374	3339	354.601	28.2818
rna123	3403	3368	218.494	17.2763
rna124	73	38	0	0
rna125	719	684	203	79.0357
rna126	5004	4969	1192.51	63.9109
rna127	1408	1373	46.4137	9.0024
rna128	977	942	481.586	136.146
rna129	72	37	10	71.975
rna130	2528	2493	334	35.6786
rna131	3012	2977	195	17.4437
rna132	4581	4546	25	1.46451
rna136	1963	1928	0	0
rna135	1986	1951	5.87079	0.80135
rna133	1999	1964	452.129	61.3062
rna134	1907	1872	0	0
rna137	3630	3595	22	1.6297
rna138	2375	2340	4.38851	0.499442
rna140	107	72	0	0
rna141	22	23	0	0
rna142	119	84	0	0
rna143	21	22	0	0
rna144	1328	1293	0	0
rna145	1189	1154	2.00091	0.461747
rna139	2657	2622	13.6115	1.38247
rna146	3248	3213	13	1.0775
rna147	5977	5942	26	1.16526
rna148	4414	4379	0	0
rna149	5848	5813	0	0
rna157	3268	3233	11.8658	0.977408
rna158	899	864	3	0.924678
rna150	6141	6106	19.3472	0.843809
rna151	4784	4749	16.3738	0.918184
rna152	5907	5872	8.7272	0.395797
rna153	4704	4669	0	0
rna154	4412	4377	17.369	1.05678
rna155	4661	4626	0	0
rna156	4160	4125	8.18278	0.528275
rna159	1629	1594	24.1659	4.03736
rna163	82	47	0	0
rna164	1464	1429	8	1.49087
rna165	4796	4761	29.9565	1.67562
rna166	8094	8059	0	0
rna167	7887	7852	17.0261	0.577453
rna168	8169	8134	1.00121e-007	3.27796e-009
rna169	8148	8113	3.01212	0.0988722
rna170	8251	8216	6.88924	0.223303
rna160	1804	1769	28.6923	4.31937
rna161	2772	2737	578.544	56.2918
rna162	1631	1596	61.308	10.2298
rna171	1399	1364	1.04625	0.20427
rna172	2605	2570	0	0
rna173	2503	2468	344	37.119
rna174	2094	2059	0	0
rna175	1367	1332	36	7.1975
rna187	1426	1391	17.3786	3.32714
rna185	1453	1418	0	0
rna186	1487	1452	30.8846	5.66447
rna183	1444	1409	0	0
rna184	1466	1431	0	0
rna182	1163	1128	0	0
rna181	1580	1545	0	0
rna180	2304	2269	4.73675	0.555941
rna179	2288	2253	0	0
rna178	1869	1834	0	0
rna177	2100	2065	0	0
rna176	2071	2036	0	0
rna188	2361	2326	38	4.35068
rna189	2256	2221	34	4.07674
rna190	2140	2105	0	0
rna191	1955	1920	0	0
rna192	2067	2032	0	0
rna196	1155	1120	6.56819	1.56175
rna195	1005	970	61.3419	16.841
rna194	1152	1117	146.67	34.968
rna193	1015	980	0.000426216	0.000115821
rna197	516	481	189.602	104.974
rna198	1143	1108	0	0
rna199	1149	1114	185	44.2252
rna200	533	498	112	59.8924
rna201	1144	1109	58	13.9277
rna202	7618	7583	968	33.9952
rna203	2103	2068	126	16.2257
rna204	6766	6731	3525.15	139.47
rna206	1109	1074	2.78443	0.690423
rna205	2111	2076	6.21557	0.797327
rna207	3358	3323	2422.83	194.167
rna208	1894	1859	215.607	30.8864
rna209	7243	7208	63.6312	2.35092
rna213	1431	1396	405.091	77.2769
rna212	2058	2023	0	0
rna210	2024	1989	6.96306	0.932285
rna211	1934	1899	0	0
rna214	4265	4230	1330.05	83.736
rna215	4217	4182	691.991	44.0656
rna216	1391	1356	5.26058	1.03313
rna217	2870	2835	0	0
rna218	942	907	0	0
rna219	1027	992	13	3.48991
rna220	5207	5172	351.916	18.1202
rna221	5212	5177	0.0844727	0.00434532
rna222	748	713	24	8.96406
rna223	4396	4361	0.166883	0.0101908
rna224	4411	4376	619.833	37.7208
rna225	1975	1940	452.017	62.0492
rna226	1921	1886	357.72	50.5109
rna227	203	168	8.2623	13.0971
rna228	1441	1406	371.072	70.284
rna230	895	860	47.9278	14.8413
rna229	929	894	0	0
rna231	2383	2348	2131.9	241.798
rna232	6280	6245	16.2801	0.694237
rna233	6283	6248	896.82	38.225
rna234	597	562	1193	565.311
rna236	2208	2173	356	43.6288
rna235	2236	2201	0	0
rna237	1266	1231	1	0.216334
rna238	4947	4912	66.3565	3.59756
rna245	1423	1388	12	2.30237
rna239	4476	4441	188.294	11.2912
rna240	4697	4662	65.0861	3.71791
rna246	1039	1004	2	0.530493
rna247	1165	1130	0	0
rna241	5124	5089	23.8361	1.24734
rna242	5164	5129	0	0
rna243	4837	4802	23.5294	1.30488
rna244	4832	4797	11.8982	0.660532
rna249	349	314	0	0
rna248	620	585	0	0
rna253	2641	2606	51.9823	5.31208
rna250	2963	2928	0	0
rna251	2966	2931	0	0
rna252	3231	3196	38.0177	3.16783
rna254	955	920	1	0.289465
rna255	265	230	2.34349	2.71343
rna256	2577	2542	12.6565	1.32593
rna257	715	680	4	1.56651
rna260	2686	2651	11.3819	1.14338
rna258	2685	2650	17.6181	1.7705
rna259	2786	2751	0	0
rna261	2734	2699	153	15.0963
rna262	1874	1839	0	0
rna263	2213	2178	2	0.244543
rna264	892	857	26.5183	8.24039
rna265	1056	1021	40.8871	10.6646
rna266	1074	1039	6.64648e-008	1.70357e-008
rna267	1093	1058	28.5946	7.1975
rna268	2835	2800	723.52	68.8138
rna269	82	47	0	0
rna270	3679	3644	0.0687492	0.00502426
rna271	3665	3630	5.93125	0.435134
rna272	3761	3726	0	0
rna273	684	649	1	0.410335
rna276	1281	1246	141.59	30.2619
rna277	1233	1198	3.96622	0.881664
rna278	1756	1721	249.437	38.5979
rna279	1185	1150	435.894	100.941
rna274	1924	1889	496.073	69.9354
rna275	1876	1841	51.9168	7.50996
rna280	2902	2867	285.291	26.4998
rna281	2690	2655	292.187	29.3076
rna282	4107	4072	223.798	14.6363
rna283	4148	4113	972.532	62.9693
rna284	865	830	35.1919	11.2914
rna286	1476	1441	95	17.5567
rna285	1463	1428	0	0
