target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	0	0
rna28333	66	31	0	0
rna28334	63	28	1	8.70867
rna28335	70	35	3	20.9008
rna28336	69	34	5	35.8592
gene12361	1002	967	404	101.874
rna28337	69	34	9	64.5466
rna28338	68	33	451.944	3339.5
rna28339	72	37	18	118.626
gene12362	1566	1531	68868	10968.6
rna28340	70	35	4	27.8677
gene12363	678	643	14211	5389.19
rna28341	69	34	1	7.17185
rna28342	69	34	1	7.17185
gene12364	159	124	17	33.4301
gene12365	681	646	330	124.564
gene12366	780	745	880	288.029
rna28343	66	31	1	7.8659
gene12367	354	319	43	32.8691
rna28344	67	32	9	68.5808
rna28345	69	34	3	21.5155
rna28346	69	34	0	0
gene12368	1665	1630	2271	339.734
rna28347	68	33	2	14.7783
gene12369	1344	1309	3304	615.475
gene12370	264	229	26	27.6852
rna28348	78	43	3	17.0123
rna28349	68	33	3	22.1675
gene12371	504	469	228	118.542
gene12372	1152	1117	14063	3069.97
rna28350	67	32	0	0
gene12373	918	883	869	239.977
rna28351	71	36	4	27.0936
rna28352	1371	1336	191354	34925.3
rna28353	70	35	14	97.5371
rna28354	786	751	7810	2535.83
rna0	1447	1412	59.9511	10.3531
rna1	835	800	30.3048	9.23701
rna2	1068	1033	8.93574	2.10931
rna3	4225	4190	575.373	33.4846
rna4	4189	4154	642.005	37.6861
rna5	4183	4148	48.452	2.84828
rna6	4099	4064	266.98	16.019
rna7	4256	4221	648.225	37.4473
rna8	1745	1710	257.638	36.7388
rna9	1848	1813	1693.36	227.752
rna10	1156	1121	336.037	73.0955
rna11	811	776	191.382	60.1381
rna12	2088	2053	265.572	31.5431
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	563.93	79.6699
rna16	1767	1732	135.285	19.0463
rna17	2330	2295	267.794	28.453
rna18	1595	1560	462	72.215
rna20	1635	1600	127.849	19.4844
rna19	2736	2701	122.76	11.0826
rna21	1102	1067	17	3.88503
rna22	370	335	41.7412	30.383
rna23	5269	5234	1534.28	71.4793
rna24	709	674	7	2.53249
rna25	1346	1311	223	41.4774
rna29	2262	2227	12.2363	1.3398
rna28	2319	2284	0	0
rna27	2080	2045	319.764	38.1282
rna26	2131	2096	0	0
rna31	2378	2343	0	0
rna30	2797	2762	0	0
rna32	2705	2670	1232	112.515
rna34	670	635	8.4106	3.22971
rna33	519	484	178.589	89.9747
rna35	7543	7508	177	5.74856
rna48	2647	2612	897.795	83.8135
rna47	3942	3907	42.2378	2.63614
rna46	2870	2835	60.9713	5.24424
rna45	4248	4213	220.468	12.7604
rna44	4454	4419	45.2474	2.49677
rna43	3106	3071	75.958	6.0312
rna42	2769	2734	0	0
rna40	2940	2905	41.1765	3.45632
rna41	3144	3109	50.1893	3.93641
rna38	2843	2808	0	0
rna39	3009	2974	77.266	6.33516
rna37	3214	3179	61.5991	4.72491
rna36	3212	3177	3.13139e-007	2.40342e-008
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	147.6	13.045
rna64	2208	2173	104.258	11.6993
rna65	2212	2177	12.4168	1.39079
rna66	14474	14439	3.73085e-008	6.30059e-010
rna67	14423	14388	46.2523	0.783867
rna68	14444	14409	4.13902e-007	7.00444e-009
rna69	14417	14382	3.62527e-006	6.14654e-008
rna70	14453	14418	51.446	0.870074
rna71	14407	14372	1.70687e-007	2.89596e-009
rna72	14356	14321	1.92928e-007	3.28497e-009
rna73	14266	14231	302.084	5.17609
rna74	14458	14423	0.000518255	8.76188e-006
rna75	14395	14360	664.902	11.2905
rna76	14316	14281	0.0183524	0.000313361
rna77	14300	14265	257.835	4.40737
rna78	14089	14054	806.463	13.9925
rna83	6159	6124	87.0903	3.46772
rna81	4544	4509	390.218	21.1026
rna82	4606	4571	2.70932e-006	1.44531e-007
rna80	4421	4386	1068.22	59.3883
rna79	4544	4509	35.4744	1.91842
rna84	1474	1439	32.4844	5.50458
rna85	4011	3976	587.659	36.0403
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	20.1042	0.892133
rna89	4942	4907	991.925	49.2916
rna91	2164	2129	1.0305	0.118028
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	73.8904	4.36685
rna94	1791	1756	2.00296	0.278136
rna95	7798	7763	1158.74	36.3971
rna96	1263	1228	58.8529	11.6864
rna97	1507	1472	1.00721	0.166849
rna98	147	112	8.63231	18.794
rna99	1089	1054	12	2.7762
rna100	3465	3430	740.468	52.6407
rna101	3014	2979	487.532	39.9064
rna102	2233	2198	1665.23	184.739
rna103	556	521	0	0
rna104	937	902	1	0.270336
rna106	2689	2654	224.292	20.6074
rna105	2799	2764	127.131	11.2156
rna107	4147	4112	269.499	15.9813
rna108	3811	3776	220.501	14.2393
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	701.589	103.746
rna112	1416	1381	318.726	56.2773
rna111	1532	1497	462.685	75.3657
rna114	1231	1196	230	46.8928
rna118	2623	2588	8.97761	0.845875
rna117	2429	2394	50.7888	5.17313
rna115	2665	2630	597.234	55.373
rna116	2757	2722	0	0
rna119	443	408	29	17.332
rna120	2938	2903	783.335	65.7976
