target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	0	0
rna28333	66	31	0	0
rna28334	63	28	1	9.53257
rna28335	70	35	3	22.8782
rna28336	69	34	4	31.4014
gene12361	1002	967	485	133.87
rna28337	69	34	18	141.306
rna28338	68	33	389.983	3154.28
rna28339	72	37	7	50.4969
gene12362	1566	1531	49911	8701.4
rna28340	70	35	2	15.2521
gene12363	678	643	8827	3664.12
rna28341	69	34	0	0
rna28342	69	34	1	7.85035
gene12364	159	124	8	17.2201
gene12365	681	646	386	159.486
gene12366	780	745	835	299.156
rna28343	66	31	2	17.2201
gene12367	354	319	24	20.0811
rna28344	67	32	2	16.682
rna28345	69	34	0	0
rna28346	69	34	1	7.85035
gene12368	1665	1630	2044	334.704
rna28347	68	33	4	32.353
gene12369	1344	1309	3248	662.284
gene12370	264	229	32	37.2977
rna28348	78	43	1	6.20725
rna28349	68	33	1	8.08824
gene12371	504	469	197	112.114
gene12372	1152	1117	9286	2218.93
rna28350	67	32	0	0
gene12373	918	883	862	260.564
rna28351	71	36	5	37.0711
rna28352	1371	1336	162218	32408.6
rna28353	70	35	4	30.5042
rna28354	786	751	3504	1245.35
rna0	1447	1412	60.6838	11.4711
rna1	835	800	22.2938	7.43811
rna2	1068	1033	11.9611	3.09058
rna3	4225	4190	477.274	30.4034
rna4	4189	4154	846.922	54.4183
rna5	4183	4148	149.529	9.62174
rna6	4099	4064	3.23858e-005	2.12701e-006
rna7	4256	4221	683.336	43.2103
rna8	1745	1710	644.455	100.592
rna9	1848	1813	905.545	133.315
rna10	1156	1121	291.192	69.3333
rna11	811	776	114.426	39.3576
rna12	2088	2053	249.852	32.4834
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	617.985	95.5664
rna16	1767	1732	57.5743	8.87256
rna17	2330	2295	205.971	23.9547
rna18	1595	1560	359	61.424
rna20	1635	1600	141.801	23.6553
rna19	2736	2701	99.9351	9.87555
rna21	1102	1067	6	1.50091
rna22	370	335	32.9995	26.2925
rna23	5269	5234	1514	77.2076
rna24	709	674	9	3.56411
rna25	1346	1311	176	35.8326
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	289	37.7201
rna26	2131	2096	0	0
rna31	2378	2343	31.8683	3.6304
rna30	2797	2762	0	0
rna32	2705	2670	1004.13	100.38
rna34	670	635	4.2053	1.76763
rna33	519	484	124.795	68.8207
rna35	7543	7508	172	6.11466
rna48	2647	2612	684.766	69.9741
rna47	3942	3907	30.17	2.0611
rna46	2870	2835	152.546	14.362
rna45	4248	4213	271.026	17.1707
rna44	4454	4419	0.0183269	0.00110696
rna43	3106	3071	86.9789	7.55966
rna42	2769	2734	0	0
rna40	2940	2905	7.18028	0.659725
rna41	3144	3109	0	0
rna38	2843	2808	0	0
rna39	3009	2974	166.585	14.9508
rna37	3214	3179	0	0
rna36	3212	3177	0	0
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	1	6.06618
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	133.934	12.9571
rna64	2208	2173	56.582	6.95002
rna65	2212	2177	6.02363	0.738529
rna66	14474	14439	1.60281e-008	2.96288e-010
rna67	14423	14388	93.0158	1.72554
rna68	14444	14409	2.02366e-008	3.74861e-010
rna69	14417	14382	1.98732e-007	3.68821e-009
rna70	14453	14418	50.3814	0.932681
rna71	14407	14372	49.5948	0.921059
rna72	14356	14321	100.905	1.88064
rna73	14266	14231	346.402	6.49699
rna74	14458	14423	1.1542e-006	2.13596e-008
rna75	14395	14360	505.948	9.40414
rna76	14316	14281	6.62862	0.123889
rna77	14300	14265	477.089	8.9268
rna78	14089	14054	490.036	9.30671
rna83	6159	6124	77.9846	3.39893
rna81	4544	4509	213.011	12.6093
rna82	4606	4571	1.27193e-005	7.42709e-007
rna80	4421	4386	1094.5	66.6062
rna79	4544	4509	106.506	6.30464
rna84	1474	1439	21.969	4.07491
rna85	4011	3976	523.787	35.1622
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	15.3971	0.747895
rna89	4942	4907	1107.25	60.2279
rna91	2164	2129	4.19676	0.526147
rna92	88	53	3.89219	19.6014
rna93	23	24	0	0
rna90	4161	4126	51.3982	3.32496
rna94	1791	1756	2	0.304
rna95	7798	7763	956.822	32.898
rna96	1263	1228	77.4312	16.8301
rna97	1507	1472	0	0
rna98	147	112	7.93787	18.9171
rna99	1089	1054	8	2.0259
rna100	3465	3430	711.396	55.3587
rna101	3014	2979	535.604	47.9889
rna102	2233	2198	1267.37	153.902
rna103	556	521	0	0
rna104	937	902	3	0.887734
rna106	2689	2654	172.575	17.3558
rna105	2799	2764	85.7342	8.27912
rna107	4147	4112	412.482	26.7744
rna108	3811	3776	103.518	7.31731
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	690.111	111.703
rna112	1416	1381	167.725	32.4169
rna111	1532	1497	410.164	73.1313
rna114	1231	1196	137	30.5744
rna118	2623	2588	16.0371	1.65397
rna117	2429	2394	37.1877	4.14613
rna115	2665	2630	677.775	68.7857
rna116	2757	2722	0	0
rna119	443	408	23	15.0465
rna120	2938	2903	484.27	44.5255
rna121	3327	3292	0	0
rna122	3374	3339	309.73	24.7591
