target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	0	0
rna28333	66	31	1	6.83993
rna28334	63	28	0	0
rna28335	70	35	3	18.1747
rna28336	69	34	6	37.4184
gene12361	1002	967	469	102.839
rna28337	69	34	12	74.8369
rna28338	68	33	252.986	1625.53
rna28339	72	37	7	40.1153
gene12362	1566	1531	79513	11012.3
rna28340	70	35	3	18.1747
gene12363	678	643	14524	4789.48
rna28341	69	34	1	6.23641
rna28342	69	34	1	6.23641
gene12364	159	124	9	15.3898
gene12365	681	646	376	123.415
gene12366	780	745	1067	303.684
rna28343	66	31	0	0
gene12367	354	319	37	24.5937
rna28344	67	32	4	26.5047
rna28345	69	34	1	6.23641
rna28346	69	34	1	6.23641
gene12368	1665	1630	2921	379.977
rna28347	68	33	3	19.2762
gene12369	1344	1309	4566	739.622
gene12370	264	229	36	33.3335
rna28348	78	43	0	0
rna28349	68	33	1	6.42539
gene12371	504	469	175	79.1186
gene12372	1152	1117	14665	2783.83
rna28350	67	32	0	0
gene12373	918	883	1357	325.861
rna28351	71	36	11	64.7893
rna28352	1371	1336	245750	39003.3
rna28353	70	35	13	78.7569
rna28354	786	751	6634	1873.05
rna0	1447	1412	46.1438	6.92934
rna1	835	800	56.8	15.0547
rna2	1068	1033	0	0
rna3	4225	4190	843.214	42.6714
rna4	4189	4154	569.255	29.0572
rna5	4183	4148	429.662	21.9635
rna6	4099	4064	60.0006	3.13051
rna7	4256	4221	894.829	44.9509
rna8	1745	1710	758.928	94.1062
rna9	1848	1813	1468.07	171.697
rna10	1156	1121	389.913	73.7523
rna11	811	776	207.087	56.5854
rna12	2088	2053	243.888	25.1893
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	891.747	109.55
rna16	1767	1732	1.0194e-007	1.24798e-008
rna17	2330	2295	334.364	30.8923
rna18	1595	1560	533	72.4463
rna20	1635	1600	116.095	15.3853
rna19	2736	2701	224.361	17.6131
rna21	1102	1067	15	2.98085
rna22	370	335	37.5238	23.7507
rna23	5269	5234	1924.3	77.9564
rna24	709	674	12	3.77515
rna25	1346	1311	219	35.4205
rna29	2262	2227	12.2363	1.16504
rna28	2319	2284	0	0
rna27	2080	2045	425.764	44.1457
rna26	2131	2096	0	0
rna31	2378	2343	0.0182398	0.00165067
rna30	2797	2762	36.1153	2.77256
rna32	2705	2670	1357.87	107.835
rna34	670	635	0	0
rna33	519	484	186	81.4856
rna35	7543	7508	201	5.67656
rna48	2647	2612	1156.98	93.9218
rna47	3942	3907	18.0421	0.97917
rna46	2870	2835	23.2937	1.7422
rna45	4248	4213	261.229	13.1475
rna44	4454	4419	29.698	1.42501
rna43	3106	3071	89.6923	6.19283
rna42	2769	2734	0	0
rna40	2940	2905	0.16502	0.0120449
rna41	3144	3109	0	0
rna38	2843	2808	0	0
rna39	3009	2974	254.274	18.129
rna37	3214	3179	0	0
rna36	3212	3177	13.9065	0.928142
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	187.839	14.436
rna64	2208	2173	1.42831	0.139373
rna65	2212	2177	61.7325	6.01269
rna66	14474	14439	0	0
rna67	14423	14388	72.2521	1.06479
rna68	14444	14409	46.6435	0.68639
rna69	14417	14382	2.68007e-008	3.9513e-010
rna70	14453	14418	42.9267	0.6313
rna71	14407	14372	99.9433	1.47452
rna72	14356	14321	87.2231	1.29143
rna73	14266	14231	228.271	3.40117
rna74	14458	14423	0	0
rna75	14395	14360	505.681	7.46683
rna76	14316	14281	150.484	2.23432
rna77	14300	14265	231.36	3.43899
rna78	14089	14054	1394.21	21.035
rna83	6159	6124	99.6872	3.45158
rna81	4544	4509	20.2039	0.9501
rna82	4606	4571	273.718	12.6971
rna80	4421	4386	1490.39	72.0518
rna79	4544	4509	0	0
rna84	1474	1439	45.6284	6.72338
rna85	4011	3976	795.79	42.439
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	16.0918	0.620939
rna89	4942	4907	1291.48	55.8064
rna91	2164	2129	5.13472	0.511393
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	115.895	5.95594
rna94	1791	1756	6	0.724503
rna95	7798	7763	1309.23	35.7602
rna96	1263	1228	99.2972	17.1456
rna97	1507	1472	0	0
rna98	147	112	15.9436	30.1843
rna99	1089	1054	14	2.81644
rna100	3465	3430	699.69	43.2538
rna101	3014	2979	759.31	54.0458
rna102	2233	2198	1609.73	155.289
rna103	556	521	0	0
rna104	937	902	5	1.17538
rna106	2689	2654	227.455	18.1722
rna105	2799	2764	140.052	10.744
rna107	4147	4112	486.274	25.075
rna108	3811	3776	51.7261	2.90463
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	874.866	112.495
rna112	1416	1381	298.006	45.7556
rna111	1532	1497	448.129	63.4738
rna114	1231	1196	248	43.9677
rna118	2623	2588	0	0
rna117	2429	2394	6.2172	0.550661
rna115	2665	2630	818.993	66.0294
rna116	2757	2722	10.7902	0.840533
rna119	443	408	21	10.9137
rna120	2938	2903	812.646	59.3564
rna121	3327	3292	0	0
rna122	3374	3339	336.354	21.3596
rna123	3403	3368	347.293	21.8644
rna124	73	38	0.31911	1.78061
