target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	1	8.92199
rna28333	66	31	0	0
rna28334	63	28	1	8.92199
rna28335	70	35	1	7.13759
rna28336	69	34	5	36.7376
gene12361	1002	967	463	119.612
rna28337	69	34	13	95.5178
rna28338	68	33	359.948	2724.87
rna28339	72	37	13	87.7731
gene12362	1566	1531	56067	9148.54
rna28340	70	35	2	14.2752
gene12363	678	643	11903	4624.5
rna28341	69	34	3	22.0426
rna28342	69	34	3	22.0426
gene12364	159	124	13	26.1904
gene12365	681	646	348	134.576
gene12366	780	745	1065	357.119
rna28343	66	31	2	16.1171
gene12367	354	319	49	38.3729
rna28344	67	32	3	23.4202
rna28345	69	34	2	14.695
rna28346	69	34	1	7.34752
gene12368	1665	1630	2123	325.373
rna28347	68	33	4	30.2807
gene12369	1344	1309	3451	658.605
gene12370	264	229	45	49.0904
rna28348	78	43	6	34.858
rna28349	68	33	0	0
gene12371	504	469	239	127.305
gene12372	1152	1117	12480	2791.14
rna28350	67	32	1	7.80674
gene12373	918	883	1062	300.458
rna28351	71	36	7	48.5753
rna28352	1371	1336	203840	38115.6
rna28353	70	35	3	21.4128
rna28354	786	751	6009	1998.86
rna0	1447	1412	41.7231	7.38178
rna1	835	800	53.9278	16.84
rna2	1068	1033	21.7954	5.2709
rna3	4225	4190	240.742	14.3535
rna4	4189	4154	53.6334	3.22543
rna5	4183	4148	1005.46	60.5543
rna6	4099	4064	163.649	10.0595
rna7	4256	4221	714.482	42.2859
rna8	1745	1710	491.602	71.8187
rna9	1848	1813	1444.4	199.025
rna10	1156	1121	393.982	87.7993
rna11	811	776	141.27	45.4787
rna12	2088	2053	251.465	30.5991
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	626.568	90.6875
rna16	1767	1732	102.291	14.754
rna17	2330	2295	264.424	28.7831
rna18	1595	1560	357	57.1694
rna20	1635	1600	151.121	23.5952
rna19	2736	2701	118.751	10.9833
rna21	1102	1067	10	2.34129
rna22	370	335	38.8494	28.9707
rna23	5269	5234	1635.86	78.0787
rna24	709	674	4	1.48259
rna25	1346	1311	230	43.8273
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	348	42.5114
rna26	2131	2096	0	0
rna31	2378	2343	46.877	4.99812
rna30	2797	2762	24.0138	2.17198
rna32	2705	2670	1054.11	98.6266
rna34	670	635	0	0
rna33	519	484	157	81.0352
rna35	7543	7508	166	5.52336
rna48	2647	2612	747.44	71.4863
rna47	3942	3907	39.2208	2.5078
rna46	2870	2835	124.35	10.9575
rna45	4248	4213	202.569	12.0116
rna44	4454	4419	0.058135	0.0032865
rna43	3106	3071	95.8516	7.79721
rna42	2769	2734	22.4096	2.04765
rna40	2940	2905	0.0228011	0.00196078
rna41	3144	3109	1.29673e-005	1.04195e-006
rna38	2843	2808	0	0
rna39	3009	2974	135.459	11.3786
rna37	3214	3179	0.0375258	0.00294889
rna36	3212	3177	60.015	4.71913
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	1	3.84332
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	190.116	17.2142
rna64	2208	2173	0.977434	0.112369
rna65	2212	2177	51.147	5.86923
rna66	14474	14439	1.72131e-006	2.97812e-008
rna67	14423	14388	47.905	0.831765
rna68	14444	14409	119.335	2.06897
rna69	14417	14382	8.31324e-006	1.44401e-007
rna70	14453	14418	3.33293e-006	5.77485e-008
rna71	14407	14372	58.4878	1.01664
rna72	14356	14321	117.388	2.04772
rna73	14266	14231	68.1104	1.19563
rna74	14458	14423	0.00600171	0.000103954
rna75	14395	14360	296.564	5.15922
rna76	14316	14281	0.0424273	0.000742175
rna77	14300	14265	152.308	2.6673
rna78	14089	14054	1382.85	24.5808
rna83	6159	6124	75.0096	3.05986
rna81	4544	4509	103.595	5.73957
rna82	4606	4571	363.409	19.8612
rna80	4421	4386	946.986	53.938
rna79	4544	4509	0	0
rna84	1474	1439	11.9626	2.07676
rna85	4011	3976	613.218	38.529
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	29.8989	1.35927
rna89	4942	4907	1088.01	55.3908
