target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	0	0
rna28333	66	31	0	0
rna28334	63	28	0	0
rna28335	70	35	0	0
rna28336	69	34	1	9.58886
gene12361	1002	967	309	104.178
rna28337	69	34	7	67.122
rna28338	68	33	79.9711	790.069
rna28339	72	37	3	26.4341
gene12362	1566	1531	45757	9743.8
rna28340	70	35	2	18.6298
gene12363	678	643	8247	4181.49
rna28341	69	34	2	19.1777
rna28342	69	34	0	0
gene12364	159	124	9	23.6628
gene12365	681	646	205	103.459
gene12366	780	745	680	297.576
rna28343	66	31	1	10.5168
gene12367	354	319	32	32.7043
rna28344	67	32	3	30.5645
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	1644	328.821
rna28347	68	33	3	29.6383
gene12369	1344	1309	2431	605.468
gene12370	264	229	28	39.8629
rna28348	78	43	0	0
rna28349	68	33	2	19.7589
gene12371	504	469	81	56.3064
gene12372	1152	1117	8790	2565.56
rna28350	67	32	0	0
gene12373	918	883	847	312.729
rna28351	71	36	6	54.3369
rna28352	1371	1336	131657	32128
rna28353	70	35	3	27.9447
rna28354	786	751	3200	1389.17
rna0	1447	1412	36.265	8.37333
rna1	835	800	18.4649	7.52494
rna2	1068	1033	23.4167	7.39045
rna3	4225	4190	483.272	37.6031
rna4	4189	4154	10.5986	0.831815
rna5	4183	4148	513.934	40.3938
rna6	4099	4064	134.584	10.7966
rna7	4256	4221	503.699	38.9046
rna8	1745	1710	254.646	48.5496
rna9	1848	1813	949.354	170.717
rna10	1156	1121	183.619	53.4021
rna11	811	776	135.892	57.0922
rna12	2088	2053	196.173	31.1527
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	439.686	83.0516
rna16	1767	1732	76.667	14.4313
rna17	2330	2295	160.963	22.866
rna18	1595	1560	304	63.5323
rna20	1635	1600	134.295	27.3644
rna19	2736	2701	59.4719	7.17849
rna21	1102	1067	13	3.97214
rna22	370	335	28.7222	27.9523
rna23	5269	5234	1272.79	79.2811
rna24	709	674	4	1.93484
rna25	1346	1311	139	34.5667
rna29	2262	2227	24.4725	3.58265
rna28	2319	2284	0	0
rna27	2080	2045	224.527	35.795
rna26	2131	2096	0	0
rna31	2378	2343	0	0
rna30	2797	2762	0	0
rna32	2705	2670	858	104.766
rna34	670	635	0	0
rna33	519	484	111	74.7693
rna35	7543	7508	138	5.9924
rna48	2647	2612	499.168	62.3044
rna47	3942	3907	30.096	2.51138
rna46	2870	2835	41.9167	4.82036
rna45	4248	4213	181.213	14.0231
rna44	4454	4419	4.10814e-008	3.03087e-009
rna43	3106	3071	160.003	16.9861
rna42	2769	2734	0	0
rna40	2940	2905	0	0
rna41	3144	3109	0	0
rna38	2843	2808	0	0
rna39	3009	2974	92.7385	10.1664
rna37	3214	3179	81.2977	8.33746
rna36	3212	3177	7.54318e-006	7.74075e-007
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	2	10.0314
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	89.5048	10.5765
rna64	2208	2173	71.924	10.791
rna65	2212	2177	7.65692	1.14668
rna66	14474	14439	0	0
rna67	14423	14388	0	0
rna68	14444	14409	47.4077	1.07266
rna69	14417	14382	2.04773e-008	4.64193e-010
rna70	14453	14418	46.1109	1.04266
rna71	14407	14372	46.9288	1.06456
rna72	14356	14321	0	0
rna73	14266	14231	95.3092	2.18346
rna74	14458	14423	0.0555897	0.00125656
rna75	14395	14360	903.75	20.5182
rna76	14316	14281	1.58169e-006	3.61085e-008
rna77	14300	14265	136.898	3.12876
rna78	14089	14054	538.54	12.4929
rna83	6159	6124	55.452	2.95208
rna81	4544	4509	110.589	7.99607
rna82	4606	4571	73.7127	5.25747
rna80	4421	4386	1020.25	75.8372
rna79	4544	4509	0	0
rna84	1474	1439	16.1574	3.66064
rna85	4011	3976	365.402	29.9619
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	52.9126	3.13933
rna89	4942	4907	866.828	57.5921
rna91	2164	2129	4.25475	0.651544
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	51.6471	4.08096
rna94	1791	1756	1	0.185661
rna95	7798	7763	731.082	30.7031
rna96	1263	1228	69.5853	18.4742
rna97	1507	1472	3.04555	0.674534
rna98	147	112	5.65346	16.4567
rna99	1089	1054	16	4.94909
rna100	3465	3430	644.021	61.2141
rna101	3014	2979	336.979	36.879
rna102	2233	2198	886.332	131.466
rna103	556	521	0	0
rna104	937	902	0	0
rna106	2689	2654	119.664	14.6998
rna105	2799	2764	95.9511	11.3177
rna107	4147	4112	325.656	25.8197
rna108	3811	3776	62.3444	5.38284
rna109	135	100	2	6.52042
rna110	21	22	0	0
rna113	1684	1649	495.373	97.9394
rna112	1416	1381	215.511	50.877
rna111	1532	1497	337.116	73.4181
rna114	1231	1196	134	36.5275
rna118	2623	2588	0	0
rna117	2429	2394	50.4342	6.86826
rna115	2665	2630	516.566	64.0347
rna116	2757	2722	0	0
rna119	443	408	29	23.1731
rna120	2938	2903	432.985	48.6264
rna121	3327	3292	3.79284e-006	3.75622e-007
rna122	3374	3339	181.015	17.6743
rna123	3403	3368	190.715	18.4612
rna124	73	38	0.659086	5.65463
