target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	2	16.406
rna28333	66	31	0	0
rna28334	63	28	0	0
rna28335	70	35	1	6.5624
rna28336	69	34	10	67.5542
gene12361	1002	967	452	107.36
rna28337	69	34	19	128.353
rna28338	68	33	482.97	3361.54
rna28339	72	37	7	43.4538
gene12362	1566	1531	74835	11226.9
rna28340	70	35	2	13.1248
gene12363	678	643	15264	5452.41
rna28341	69	34	1	6.75542
rna28342	69	34	2	13.5108
gene12364	159	124	9	16.6706
gene12365	681	646	331	117.686
gene12366	780	745	919	283.329
rna28343	66	31	0	0
gene12367	354	319	29	20.8804
rna28344	67	32	5	35.8882
rna28345	69	34	0	0
rna28346	69	34	1	6.75542
gene12368	1665	1630	2519	354.954
rna28347	68	33	7	48.7209
gene12369	1344	1309	3447	604.829
gene12370	264	229	22	22.0657
rna28348	78	43	2	10.683
rna28349	68	33	6	41.7608
gene12371	504	469	254	124.392
gene12372	1152	1117	14985	3081.3
rna28350	67	32	0	0
gene12373	918	883	918	238.788
rna28351	71	36	7	44.6608
rna28352	1371	1336	201427	34629.2
rna28353	70	35	13	85.3113
rna28354	786	751	8115	2481.87
rna0	1447	1412	46.3534	7.54011
rna1	835	800	23.0591	6.62038
rna2	1068	1033	21.7644	4.83924
rna3	4225	4190	887.398	48.6447
rna4	4189	4154	511.912	28.3048
rna5	4183	4148	123.201	6.82191
rna6	4099	4064	86.0922	4.86565
rna7	4256	4221	777.431	42.3036
rna8	1745	1710	348.095	46.7555
rna9	1848	1813	1614.9	204.588
rna10	1156	1121	366.565	75.1064
rna11	811	776	181.249	53.647
rna12	2088	2053	267.589	29.9371
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	802.039	106.73
rna16	1767	1732	95.3088	12.6391
rna17	2330	2295	321.25	32.1507
rna18	1595	1560	451	66.4023
rna20	1635	1600	140.747	20.2047
rna19	2736	2701	142.229	12.0947
rna21	1102	1067	16	3.44419
rna22	370	335	44.3603	30.4145
rna23	5269	5234	1621.06	71.1374
rna24	709	674	7	2.38544
rna25	1346	1311	245	42.9234
