target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	5	44.0615
rna28333	66	31	1	7.9595
rna28334	63	28	0	0
rna28335	70	35	0	0
rna28336	69	34	3	21.7716
gene12361	1002	967	497	126.817
rna28337	69	34	13	94.3435
rna28338	68	33	447.971	3349.53
rna28339	72	37	16	106.7
gene12362	1566	1531	63090	10167.9
rna28340	70	35	10	70.4984
gene12363	678	643	12255	4702.73
rna28341	69	34	4	29.0288
rna28342	69	34	5	36.286
gene12364	159	124	16	31.838
gene12365	681	646	394	150.491
gene12366	780	745	1011	334.844
rna28343	66	31	4	31.838
gene12367	354	319	35	27.0723
rna28344	67	32	5	38.5538
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	2631	398.273
rna28347	68	33	2	14.9542
gene12369	1344	1309	4101	773.032
gene12370	264	229	32	34.4796
rna28348	78	43	1	5.73825
rna28349	68	33	6	44.8626
gene12371	504	469	256	134.684
gene12372	1152	1117	13859	3061.44
rna28350	67	32	3	23.1323
gene12373	918	883	993	277.483
rna28351	71	36	20	137.08
rna28352	1371	1336	224462	41455.7
rna28353	70	35	10	70.4984
rna28354	786	751	6218	2042.95
rna0	1447	1412	26.4066	4.6145
rna1	835	800	32.0308	9.87928
rna2	1068	1033	42.3602	10.1182
rna3	4225	4190	627.45	36.9499
rna4	4189	4154	1049.47	62.3379
rna5	4183	4148	98.0234	5.83094
rna6	4099	4064	70.5782	4.28514
rna7	4256	4221	815.678	47.6816
rna8	1745	1710	462.909	66.7955
rna9	1848	1813	1778.09	241.994
rna10	1156	1121	252.152	55.5015
rna11	811	776	225.45	71.6864
rna12	2088	2053	246.536	29.6305
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	645.435	92.2698
rna16	1767	1732	109.799	15.6422
rna17	2330	2295	286.628	30.8165
rna18	1595	1560	462	73.0744
rna20	1635	1600	188.617	29.0876
rna19	2736	2701	100.78	9.20659
rna21	1102	1067	4	0.925003
rna22	370	335	44.1505	32.5191
rna23	5269	5234	1775.1	83.683
rna24	709	674	15	5.49135
rna25	1346	1311	225	42.3475
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	342	41.2649
rna26	2131	2096	0	0
rna31	2378	2343	54.2618	5.71438
rna30	2797	2762	0	0
rna32	2705	2670	1175.74	108.654
rna34	670	635	0	0
rna33	519	484	152	77.49
rna35	7543	7508	263	8.64329
rna48	2647	2612	1148.91	108.533
rna47	3942	3907	27.1529	1.71483
rna46	2870	2835	0.0602121	0.00524056
rna45	4248	4213	160.768	9.41578
rna44	4454	4419	162.491	9.07306
rna43	3106	3071	191.683	15.4011
rna42	2769	2734	0	0
rna40	2940	2905	95.2946	8.09412
rna41	3144	3109	0.0112237	0.000890762
rna38	2843	2808	0	0
rna39	3009	2974	35.5645	2.95069
rna37	3214	3179	0.00366825	0.000284719
rna36	3212	3177	69.031	5.36136
rna49	84	49	2	10.0712
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	212.44	18.9991
rna64	2208	2173	1.03363	0.117369
rna65	2212	2177	40.5262	4.5933
rna66	14474	14439	0	0
rna67	14423	14388	0	0
rna68	14444	14409	0	0
rna69	14417	14382	2.8389e-008	4.87055e-010
rna70	14453	14418	41.5329	0.71078
rna71	14407	14372	48.339	0.829904
rna72	14356	14321	43.7207	0.753289
rna73	14266	14231	325.508	5.64383
rna74	14458	14423	1.1799e-006	2.01854e-008
rna75	14395	14360	446.273	7.6682
rna76	14316	14281	1.60291	0.0276948
rna77	14300	14265	892.525	15.4382
rna78	14089	14054	1535.5	26.9586
rna83	6159	6124	101.751	4.0997
rna81	4544	4509	47.3704	2.59223
rna82	4606	4571	116.321	6.27904
rna80	4421	4386	1329.56	74.7973
rna79	4544	4509	0	0
rna84	1474	1439	56.6177	9.70821
rna85	4011	3976	700.228	43.4551
rna86	4332	4297	17.0498	0.979044
rna87	5550	5515	0	0
rna88	5530	5495	14.1973	0.637507
rna89	4942	4907	1083.13	54.4642
rna91	2164	2129	3.17606	0.368096
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	26.3101	1.57341
rna94	1791	1756	4.00131	0.562244
rna95	7798	7763	1098.54	34.9169
rna96	1263	1228	75.3795	15.1462
rna97	1507	1472	2.03517	0.341147
rna98	147	112	12.125	26.7123
rna99	1089	1054	13	3.04334
rna100	3465	3430	561.006	40.3572
rna101	3014	2979	788.994	65.3508
rna102	2233	2198	1473.49	165.412
rna103	556	521	0	0
rna104	937	902	2	0.547105
rna106	2689	2654	212.665	19.7717
rna105	2799	2764	156.672	13.9862
rna107	4147	4112	415.5	24.9325
rna108	3811	3776	126.5	8.26618
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	768.605	115.009
rna112	1416	1381	354.083	63.2644
rna111	1532	1497	277.312	45.7082
rna114	1231	1196	173	35.6913
rna118	2623	2588	0	0
rna117	2429	2394	132.126	13.618
rna115	2665	2630	606.874	56.9364
rna116	2757	2722	0	0
rna119	443	408	24	14.5144
rna120	2938	2903	851.204	72.3493
rna121	3327	3292	33.8378	2.53624
rna122	3374	3339	331.958	24.5309
rna123	3403	3368	369.228	27.0502
