target_id	length	eff_length	est_counts	tpm
rna28331	66	31	1	6.82622
rna28332	63	28	3	22.6728
rna28333	66	31	0	0
rna28334	63	28	0	0
rna28335	70	35	1	6.04608
rna28336	69	34	3	18.6717
gene12361	1002	967	497	108.761
rna28337	69	34	7	43.5674
rna28338	68	33	228.977	1468.32
rna28339	72	37	8	45.7541
gene12362	1566	1531	80825	11171.5
rna28340	70	35	2	12.0922
gene12363	678	643	14646	4820.03
rna28341	69	34	3	18.6717
rna28342	69	34	2	12.4478
gene12364	159	124	12	20.4787
gene12365	681	646	321	105.151
gene12366	780	745	1118	317.561
rna28343	66	31	3	20.4787
gene12367	354	319	35	23.2177
rna28344	67	32	3	19.8387
rna28345	69	34	0	0
rna28346	69	34	1	6.22391
gene12368	1665	1630	2850	369.998
rna28347	68	33	3	19.2375
gene12369	1344	1309	4515	729.895
gene12370	264	229	30	27.7222
rna28348	78	43	3	14.7637
rna28349	68	33	1	6.41251
gene12371	504	469	208	93.8496
gene12372	1152	1117	15027	2846.83
rna28350	67	32	0	0
gene12373	918	883	1351	323.77
rna28351	71	36	11	64.6595
rna28352	1371	1336	244993	38805.2
rna28353	70	35	7	42.3226
rna28354	786	751	6709	1890.43
rna0	1447	1412	36.9093	5.53151
rna1	835	800	72.7284	19.2378
rna2	1068	1033	0.0110745	0.00226863
rna3	4225	4190	265.52	13.4099
rna4	4189	4154	487.606	24.8396
rna5	4183	4148	1144.57	58.3912
rna6	4099	4064	5.04989e-005	2.62948e-006
rna7	4256	4221	819.652	41.0919
rna8	1745	1710	511.364	63.2814
rna9	1848	1813	1525.64	178.072
rna10	1156	1121	286.553	54.093
rna11	811	776	229.637	62.6213
rna12	2088	2053	181.503	18.7084
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	793.58	97.2953
rna16	1767	1732	123.892	15.1369
rna17	2330	2295	307.836	28.3843
rna18	1595	1560	571	77.4557
rna20	1635	1600	157.84	20.8756
rna19	2736	2701	169.082	13.2469
rna21	1102	1067	17	3.37153
rna22	370	335	32.4894	20.5229
rna23	5269	5234	1957.33	79.1358
rna24	709	674	10	3.13966
rna25	1346	1311	233	37.6093
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	404	41.8052
rna26	2131	2096	0	0
rna31	2378	2343	0.00026708	2.41219e-005
rna30	2797	2762	21.1938	1.62378
rna32	2705	2670	1323.81	104.919
rna34	670	635	8.4106	2.80282
rna33	519	484	186.589	81.58
rna35	7543	7508	231	6.51073
rna48	2647	2612	1122.09	90.9071
rna47	3942	3907	42.162	2.2836
rna46	2870	2835	5.40721e-007	4.0361e-008
rna45	4248	4213	250.08	12.5612
rna44	4454	4419	105.366	5.04566
rna43	3106	3071	109.291	7.53088
rna42	2769	2734	0	0
rna40	2940	2905	78.6062	5.72602
rna41	3144	3109	13.6699	0.930437
rna38	2843	2808	0	0
rna39	3009	2974	132.875	9.4546
rna37	3214	3179	15.6586	1.04233
rna36	3212	3177	1.29883e-007	8.65121e-009
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	181.789	13.943
rna64	2208	2173	62.5409	6.09041
rna65	2212	2177	6.67026	0.648376
rna66	14474	14439	0	0
rna67	14423	14388	0	0
rna68	14444	14409	47.3035	0.694706
rna69	14417	14382	3.93717e-008	5.79304e-010
rna70	14453	14418	0	0
rna71	14407	14372	94.4769	1.39107
rna72	14356	14321	53.1085	0.784752
rna73	14266	14231	176.442	2.62366
rna74	14458	14423	1.37038e-005	2.01061e-007
rna75	14395	14360	493.874	7.27786
rna76	14316	14281	0.137173	0.0020326
rna77	14300	14265	656.389	9.73714
rna78	14089	14054	1300.27	19.5783
rna83	6159	6124	88.8665	3.07076
rna81	4544	4509	147.177	6.9072
rna82	4606	4571	246.715	11.4216
rna80	4421	4386	1338.24	64.5666
rna79	4544	4509	0	0
rna84	1474	1439	48.628	7.15102
rna85	4011	3976	832	44.2812
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	39.0667	1.50446
rna89	4942	4907	1307.41	56.3816
rna91	2164	2129	7.24577	0.720197
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	133.576	6.85078
rna94	1791	1756	6	0.723051
rna95	7798	7763	1304.01	35.5461
rna96	1263	1228	107.226	18.4775
rna97	1507	1472	0	0
rna98	147	112	11.2204	21.1999
rna99	1089	1054	11	2.20848
rna100	3465	3430	813.769	50.2053
rna101	3014	2979	631.231	44.8394
rna102	2233	2198	1451.07	139.702
rna103	556	521	0	0
rna104	937	902	3	0.703812
rna106	2689	2654	172.467	13.7514
rna105	2799	2764	173.219	13.2617
rna107	4147	4112	435.625	22.4183
rna108	3811	3776	119.375	6.68994
rna109	135	100	1	2.11613
rna110	21	22	0	0
rna113	1684	1649	874.251	112.191
rna112	1416	1381	206.086	31.5789
rna111	1532	1497	566.663	80.1023
rna114	1231	1196	220	38.9254
rna118	2623	2588	16.0482	1.31222
rna117	2429	2394	37.2466	3.29234
rna115	2665	2630	829.699	66.7586
rna116	2757	2722	0.00605361	0.000470618
rna119	443	408	23	11.9292
rna120	2938	2903	762.402	55.5749
rna121	3327	3292	0	0
rna122	3374	3339	308.598	19.5578
rna123	3403	3368	350.388	22.015
rna124	73	38	0.150546	0.838355
rna125	719	684	345	106.735
rna126	5004	4969	1536.61	65.4391
rna127	1408	1373	58.8463	9.06965
rna128	977	942	492.154	110.558
rna129	72	37	11	62.9119
rna130	2528	2493	353	29.9636
rna131	3012	2977	481	34.1907
rna132	4581	4546	27	1.25683
rna136	1963	1928	0	0
rna135	1986	1951	12.0543	1.30746
rna133	1999	1964	576.946	62.1635
rna134	1907	1872	0	0
rna137	3630	3595	24	1.41271
rna138	2375	2340	0	0
rna140	107	72	0	0
rna141	22	23	0	0
rna142	119	84	0	0
rna143	21	22	0	0
rna144	1328	1293	0	0
rna145	1189	1154	3.00247	0.550573
rna139	2657	2622	15	1.2106
rna146	3248	3213	18	1.18551
rna147	5977	5942	45	1.60259
rna148	4414	4379	0	0
rna149	5848	5813	0	0
rna157	3268	3233	7.52929	0.492822
rna158	899	864	9	2.2043
rna150	6141	6106	10.1564	0.351987
rna151	4784	4749	77.4915	3.45298
rna152	5907	5872	0	0
rna153	4704	4669	0	0
rna154	4412	4377	0	0
rna155	4661	4626	0	0
rna156	4160	4125	31.3521	1.60836
rna159	1629	1594	31.2673	4.15091
rna163	82	47	0	0
rna164	1464	1429	6	0.888507
rna165	4796	4761	54.0186	2.40097
rna166	8094	8059	0	0
rna167	7887	7852	5.98548	0.16131
rna168	8169	8134	13.2504	0.344721
rna169	8148	8113	0	0
rna170	8251	8216	0	0
rna160	1804	1769	0	0
rna161	2772	2737	409.417	31.6543
rna162	1631	1596	23.2518	3.08295
rna171	1399	1364	6.19288	0.960773
rna172	2605	2570	0	0
rna173	2503	2468	500	42.8713
rna174	2094	2059	5.66437	0.582154
rna175	1367	1332	52.3356	8.31448
rna187	1426	1391	15.7126	2.39035
rna185	1453	1418	0	0
rna186	1487	1452	2.05788	0.299913
rna183	1444	1409	0	0
rna184	1466	1431	0	0
rna182	1163	1128	20.5542	3.85598
rna181	1580	1545	49.6271	6.79724
rna180	2304	2269	10.8973	1.01631
rna179	2288	2253	0	0
rna178	1869	1834	0	0
rna177	2100	2065	5.15097	0.527851
rna176	2071	2036	0	0
rna188	2361	2326	74	6.73231
rna189	2256	2221	67	6.38364
rna190	2140	2105	0	0
rna191	1955	1920	0	0
rna192	2067	2032	0	0
rna196	1155	1120	262.64	49.6231
rna195	1005	970	157.359	34.329
rna194	1152	1117	0.00259088	0.000490836
rna193	1015	980	0.000596976	0.000128906
rna197	516	481	359.174	158.016
rna198	1143	1108	3	0.572959
rna199	1149	1114	229	43.5003
rna200	533	498	167	70.9625
rna201	1144	1109	88	16.7916
rna202	7618	7583	1184	33.041
rna203	2103	2068	185	18.9306
rna204	6766	6731	4414.63	138.789
rna206	1109	1074	2.78443	0.548623
rna205	2111	2076	6.21557	0.633571
rna207	3358	3323	3640.59	231.838
rna208	1894	1859	238.529	27.1522
rna209	7243	7208	91.3808	2.68276
rna213	1431	1396	456.654	69.2219
rna212	2058	2023	0	0
rna210	2024	1989	0.00236414	0.000251524
rna211	1934	1899	3.92272	0.437124
rna214	4265	4230	1124.47	56.2534
rna215	4217	4182	1792.45	90.6998
rna216	1391	1356	5.1813	0.808577
rna217	2870	2835	0.000313846	2.34264e-005
rna218	942	907	15.2628	3.56098
rna219	1027	992	13.7372	2.93041
rna220	5207	5172	324.029	13.2577
rna221	5212	5177	99.9705	4.08635
rna222	748	713	20	5.93584
rna223	4396	4361	0.00834535	0.000404949
rna224	4411	4376	903.992	43.7149
rna225	1975	1940	311.237	33.9493
rna226	1921	1886	583.051	65.4195
rna227	203	168	11.7122	14.7527
