target_id	length	eff_length	est_counts	tpm
rna28331	66	31	3	22.3574
rna28332	63	28	0	0
rna28333	66	31	2	14.9049
rna28334	63	28	0	0
rna28335	70	35	0	0
rna28336	69	34	3	20.3847
gene12361	1002	967	230	54.9493
rna28337	69	34	3	20.3847
rna28338	68	33	112.983	790.969
rna28339	72	37	9	56.1955
gene12362	1566	1531	55289	8343.05
rna28340	70	35	1	6.60075
gene12363	678	643	9677	3476.89
rna28341	69	34	0	0
rna28342	69	34	1	6.79489
gene12364	159	124	9	16.768
gene12365	681	646	170	60.7964
gene12366	780	745	503	155.981
rna28343	66	31	0	0
gene12367	354	319	18	13.036
rna28344	67	32	2	14.4391
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	1561	221.247
rna28347	68	33	0	0
gene12369	1344	1309	2315	408.576
gene12370	264	229	17	17.1504
rna28348	78	43	2	10.7454
rna28349	68	33	0	0
gene12371	504	469	92	45.3186
gene12372	1152	1117	10229	2115.64
rna28350	67	32	0	0
gene12373	918	883	559	146.256
rna28351	71	36	5	32.087
rna28352	1371	1336	139948	24200.4
rna28353	70	35	4	26.403
rna28354	786	751	3953	1216.04
rna0	1447	1412	28.3416	4.63715
rna1	835	800	24.691	7.13032
rna2	1068	1033	29.7752	6.6591
rna3	4225	4190	692.943	38.2072
rna4	4189	4154	98.3054	5.46729
rna5	4183	4148	539.586	30.0527
rna6	4099	4064	68.8373	3.9132
rna7	4256	4221	477.026	26.1089
rna8	1745	1710	337.681	45.6217
rna9	1848	1813	856.319	109.119
rna10	1156	1121	218.891	45.1111
rna11	811	776	172.116	51.2414
rna12	2088	2053	188.474	21.2092
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	547.061	73.2244
rna16	1767	1732	33.5532	4.47556
rna17	2330	2295	200.905	20.2241
rna18	1595	1560	386	57.1642
rna20	1635	1600	139.467	20.1378
rna19	2736	2701	137.638	11.7726
rna21	1102	1067	10	2.16519
rna22	370	335	38.658	26.6597
rna23	5269	5234	1305.47	57.623
rna24	709	674	4	1.37108
rna25	1346	1311	152	26.7856
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	253	28.5817
rna26	2131	2096	0	0
rna31	2378	2343	2.62137e-007	2.58474e-008
rna30	2797	2762	19.8663	1.6617
rna32	2705	2670	965.134	83.5098
rna34	670	635	0	0
rna33	519	484	131	62.5298
rna35	7543	7508	163	5.01562
rna48	2647	2612	614.125	54.3181
rna47	3942	3907	21.1191	1.2488
rna46	2870	2835	2.2247	0.181292
rna45	4248	4213	218.4	11.9763
rna44	4454	4419	0.0147833	0.000772873
rna43	3106	3071	115.742	8.70705
rna42	2769	2734	0	0
rna40	2940	2905	5.15087e-006	4.09634e-007
rna41	3144	3109	8.12517e-006	6.03772e-007
rna38	2843	2808	0	0
rna39	3009	2974	197.781	15.364
rna37	3214	3179	69.8263	5.07445
rna36	3212	3177	6.22112e-006	4.5239e-007
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	1	3.55425
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	134.66	11.2758
rna64	2208	2173	0.489103	0.0519998
rna65	2212	2177	68.8509	7.30655
rna66	14474	14439	4.5945e-007	7.35127e-009
rna67	14423	14388	1.35076e-008	2.1689e-010
rna68	14444	14409	2.34478e-007	3.7595e-009
rna69	14417	14382	9.46372e-007	1.52021e-008
rna70	14453	14418	3.50763e-007	5.62043e-009
rna71	14407	14372	50.6759	0.814602
rna72	14356	14321	1.53136e-007	2.47038e-009
rna73	14266	14231	235.496	3.82304
rna74	14458	14423	8.26816e-007	1.32439e-008
rna75	14395	14360	326.974	5.26042
rna76	14316	14281	83.4534	1.35004
rna77	14300	14265	152.926	2.47669
rna78	14089	14054	941.474	15.4764
rna83	6159	6124	75.5721	2.85094
rna81	4544	4509	74.0277	3.79293
rna82	4606	4571	73.652	3.7225
rna80	4421	4386	1185.75	62.4576
rna79	4544	4509	0	0
rna84	1474	1439	20.4989	3.29103
rna85	4011	3976	627.426	36.4567
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	18.3066	0.769663
rna89	4942	4907	1009.49	47.528
rna91	2164	2129	1.06952	0.116058
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	107.102	5.99696
rna94	1791	1756	2.00682	0.264025
rna95	7798	7763	945.117	28.1266
rna96	1263	1228	76.3631	14.3663
rna97	1507	1472	2.05469	0.322477
rna98	147	112	0	0
rna99	1089	1054	13	2.84947
rna100	3465	3430	801.099	53.9576
rna101	3014	2979	359.901	27.9109
rna102	2233	2198	1457.81	153.227
rna103	556	521	0	0
rna104	937	902	7	1.79289
rna106	2689	2654	156.968	13.6638
rna105	2799	2764	112.467	9.40046
rna107	4147	4112	445.65	25.0381
rna108	3811	3776	49.35	3.01937
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	563.875	78.9993
rna112	1416	1381	171.416	28.676
rna111	1532	1497	432.71	66.7784
