target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	3	25.2389
rna28333	66	31	0	0
rna28334	63	28	0	0
rna28335	70	35	3	20.1912
rna28336	69	34	3	20.785
gene12361	1002	967	513	124.968
rna28337	69	34	22	152.423
rna28338	68	33	469.97	3354.78
rna28339	72	37	10	63.6658
gene12362	1566	1531	66613	10249.2
rna28340	70	35	5	33.6519
gene12363	678	643	12934	4738.38
rna28341	69	34	2	13.8567
rna28342	69	34	3	20.785
gene12364	159	124	17	32.295
gene12365	681	646	402	146.589
gene12366	780	745	1118	353.503
rna28343	66	31	3	22.7965
gene12367	354	319	52	38.3991
rna28344	67	32	4	29.4454
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	2779	401.614
rna28347	68	33	3	21.4149
gene12369	1344	1309	4150	746.821
gene12370	264	229	35	36.0032
rna28348	78	43	1	5.47822
rna28349	68	33	4	28.5532
gene12371	504	469	291	146.16
gene12372	1152	1117	14303	3016.35
rna28350	67	32	1	7.36136
gene12373	918	883	1032	275.313
rna28351	71	36	14	91.608
rna28352	1371	1336	233492	41169.3
rna28353	70	35	8	53.8431
rna28354	786	751	6350	1991.78
rna0	1447	1412	30.7246	5.12577
rna1	835	800	65.4613	19.2754
rna2	1068	1033	16.329	3.72363
rna3	4225	4190	584.005	32.833
rna4	4189	4154	1134.79	64.3513
rna5	4183	4148	121.577	6.9043
rna6	4099	4064	90.2197	5.22945
rna7	4256	4221	979.333	54.6541
rna8	1745	1710	355.332	48.9493
rna9	1848	1813	1870.67	243.056
rna10	1156	1121	298.928	62.8159
rna11	811	776	216.07	65.5905
rna12	2088	2053	254.817	29.238
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	828.348	113.052
rna16	1767	1732	0.0271866	0.00369755
rna17	2330	2295	318.809	32.7232
rna18	1595	1560	477	72.0281
rna20	1635	1600	105.714	15.564
rna19	2736	2701	164.711	14.365
rna21	1102	1067	9	1.98695
rna22	370	335	42.036	29.5586
rna23	5269	5234	1906.7	85.8137
rna24	709	674	8	2.79601
rna25	1346	1311	276	49.5923
rna29	2262	2227	12.2363	1.2943
rna28	2319	2284	0	0
rna27	2080	2045	364.764	42.0171
rna26	2131	2096	0	0
rna31	2378	2343	2.79275e-007	2.80781e-008
rna30	2797	2762	89.1749	7.60548
rna32	2705	2670	1255.83	110.796
rna34	670	635	0	0
rna33	519	484	151	73.4919
rna35	7543	7508	281	8.81638
rna48	2647	2612	1266.53	114.222
rna47	3942	3907	48.2718	2.91044
rna46	2870	2835	58.5267	4.86305
rna45	4248	4213	236.385	13.2171
rna44	4454	4419	81.378	4.33801
rna43	3106	3071	113.796	8.7288
rna42	2769	2734	0	0
rna40	2940	2905	1.89129e-006	1.53363e-007
rna41	3144	3109	6.32807e-006	4.79467e-007
rna38	2843	2808	0	0
rna39	3009	2974	133.818	10.5994
rna37	3214	3179	89.6689	6.64445
rna36	3212	3177	7.69722e-007	5.70722e-008
rna49	84	49	1	4.80742
rna50	23	24	0	0
rna51	89	54	1	4.36229
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	168.851	14.4165
rna64	2208	2173	62.925	6.82137
rna65	2212	2177	6.22379	0.673449
rna66	14474	14439	0	0
rna67	14423	14388	37.446	0.613074
rna68	14444	14409	0	0
rna69	14417	14382	2.65391e-008	4.34685e-010
rna70	14453	14418	0	0
rna71	14407	14372	0	0
rna72	14356	14321	83.9998	1.3817
rna73	14266	14231	145.522	2.4088
rna74	14458	14423	0.0132935	0.000217116
rna75	14395	14360	407.498	6.68466
rna76	14316	14281	3.26197e-005	5.38059e-007
rna77	14300	14265	700.736	11.5715
rna78	14089	14054	2066.78	34.642
rna83	6159	6124	83.3745	3.20705
rna81	4544	4509	41.1972	2.15226
rna82	4606	4571	145.26	7.48586
rna80	4421	4386	1387.17	74.5021
rna79	4544	4509	0	0
rna84	1474	1439	66.1204	10.8239
rna85	4011	3976	764.851	45.3147
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	15.6023	0.668852
rna89	4942	4907	1116.68	53.607
rna91	2164	2129	2.06281	0.22824
rna92	88	53	0.788347	3.50388
rna93	23	24	0	0
rna90	4161	4126	89.4959	5.10954
rna94	1791	1756	0	0
rna95	7798	7763	1127.69	34.219
rna96	1263	1228	63.1003	12.1043
rna97	1507	1472	1.02606	0.1642
rna98	147	112	10.2449	21.5476
rna99	1089	1054	13	2.90543
rna100	3465	3430	539.03	37.0192
rna101	3014	2979	898.97	71.0858
rna102	2233	2198	1524.36	163.369
rna103	556	521	0	0
rna104	937	902	2	0.522314
rna106	2689	2654	221.375	19.6488
rna105	2799	2764	182.769	15.5766
rna107	4147	4112	470.462	26.9513
rna108	3811	3776	132.538	8.2683
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	743.838	106.259
rna112	1416	1381	350.261	59.7456
rna111	1532	1497	326.901	51.4402
rna114	1231	1196	208	40.9676
rna118	2623	2588	8.23095	0.749193
rna117	2429	2394	59.6397	5.8684
rna115	2665	2630	723.129	64.7692
rna116	2757	2722	0	0
rna119	443	408	27	15.5888
rna120	2938	2903	877.769	71.2264
rna121	3327	3292	0	0
rna122	3374	3339	395.231	27.8832
rna123	3403	3368	411.831	28.8041
rna124	73	38	0.647638	4.01473
rna125	719	684	467	160.831
rna126	5004	4969	2033.17	96.3857
rna127	1408	1373	35.1272	6.02672
rna128	977	942	372.873	93.2433
rna129	72	37	7	44.5661
rna130	2528	2493	274	25.8903
rna131	3012	2977	107	8.46668
rna132	4581	4546	23	1.19181
rna136	1963	1928	0	0
rna135	1986	1951	12.1176	1.46308
rna133	1999	1964	588.882	70.631
rna134	1907	1872	0	0
rna137	3630	3595	31	2.03128
rna138	2375	2340	11.2446	1.13198
rna140	107	72	0	0
rna141	22	23	0	0
rna142	119	84	0	0
rna143	21	22	0	0
rna144	1328	1293	0	0
rna145	1189	1154	2	0.408256
rna139	2657	2622	3.75538	0.337387
rna146	3248	3213	22	1.61295
rna147	5977	5942	30	1.18931
rna148	4414	4379	0	0
rna149	5848	5813	0	0
rna157	3268	3233	18.7675	1.36744
rna158	899	864	9	2.45379
rna150	6141	6106	11.4224	0.440663
rna151	4784	4749	37.988	1.88431
rna152	5907	5872	0	0
rna153	4704	4669	0	0
rna154	4412	4377	0	0
rna155	4661	4626	0	0
rna156	4160	4125	92.5896	5.28745
rna159	1629	1594	86.6482	12.805
rna163	82	47	0	0
rna164	1464	1429	17	2.80236
rna165	4796	4761	45.7963	2.2659
rna166	8094	8059	24.5796	0.718457
rna167	7887	7852	0	0
rna168	8169	8134	0	0
rna169	8148	8113	0	0
rna170	8251	8216	0	0
rna160	1804	1769	195.351	26.0133
rna161	2772	2737	620.831	53.4326
rna162	1631	1596	200.019	29.522
rna171	1399	1364	4.18899	0.72344
rna172	2605	2570	0	0
rna173	2503	2468	455	43.4284
rna174	2094	2059	0	0
rna175	1367	1332	42	7.42768
rna187	1426	1391	18.068	3.05978
rna185	1453	1418	0	0
rna186	1487	1452	54.0772	8.77315
rna183	1444	1409	0	0
rna184	1466	1431	0	0
rna182	1163	1128	42.1821	8.809
rna181	1580	1545	25.8701	3.94437
rna180	2304	2269	18.8027	1.95207
rna179	2288	2253	0	0
rna178	1869	1834	0	0
rna177	2100	2065	0	0
rna176	2071	2036	0	0
rna188	2361	2326	62	6.27899
rna189	2256	2221	48	5.09097
rna190	2140	2105	0	0
rna191	1955	1920	0	0
rna192	2067	2032	0	0
rna196	1155	1120	127.257	26.7653
rna195	1005	970	140.162	34.0381
rna194	1152	1117	0.151807	0.0320146
rna193	1015	980	97.6328	23.4681
rna197	516	481	233.86	114.53
rna198	1143	1108	0	0
rna199	1149	1114	186	39.3311
rna200	533	498	125	59.1274
rna201	1144	1109	75	15.9308
rna202	7618	7583	1081	33.5809
rna203	2103	2068	165	18.795
rna204	6766	6731	3877.97	135.716
rna206	1109	1074	1.71257	0.375624
rna205	2111	2076	8.28743	0.940373
rna207	3358	3323	3530.35	250.262
rna208	1894	1859	174.16	22.0687
rna209	7243	7208	78.1829	2.55508
rna213	1431	1396	472.788	79.7791
rna212	2058	2023	0	0
rna210	2024	1989	0	0
rna211	1934	1899	0	0
rna214	4265	4230	1233.8	68.7088
rna215	4217	4182	1351.54	76.1295
rna216	1391	1356	0	0
rna217	2870	2835	211.29	17.5563
rna218	942	907	0	0
rna219	1027	992	17	4.03687
rna220	5207	5172	432.749	19.71
rna221	5212	5177	4.25057	0.193409
rna222	748	713	35	11.5634
rna223	4396	4361	0.0107144	0.000578747
rna224	4411	4376	1018.99	54.853
rna225	1975	1940	463.438	56.2727
