target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	1	10.9514
rna28333	66	31	0	0
rna28334	63	28	0	0
rna28335	70	35	1	8.76111
rna28336	69	34	1	9.01878
gene12361	1002	967	302	95.7651
rna28337	69	34	10	90.1878
rna28338	68	33	88.9486	826.518
rna28339	72	37	7	58.0127
gene12362	1566	1531	48979	9809.83
rna28340	70	35	1	8.76111
gene12363	678	643	8981	4282.93
rna28341	69	34	0	0
rna28342	69	34	0	0
gene12364	159	124	8	19.7831
gene12365	681	646	226	107.276
gene12366	780	745	719	295.937
rna28343	66	31	0	0
gene12367	354	319	29	27.8762
rna28344	67	32	1	9.58246
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	1763	331.659
rna28347	68	33	1	9.29208
gene12369	1344	1309	2546	596.411
gene12370	264	229	14	18.7465
rna28348	78	43	0	0
rna28349	68	33	1	9.29208
gene12371	504	469	77	50.3437
gene12372	1152	1117	9397	2579.66
rna28350	67	32	0	0
gene12373	918	883	961	333.726
rna28351	71	36	6	51.1064
rna28352	1371	1336	137945	31661.2
rna28353	70	35	6	52.5666
rna28354	786	751	3251	1327.41
rna0	1447	1412	36.96	8.02645
rna1	835	800	28.4927	10.9212
rna2	1068	1033	8.78061	2.60646
rna3	4225	4190	281.783	20.6219
rna4	4189	4154	853.662	63.0154
rna5	4183	4148	155.399	11.4878
rna6	4099	4064	0.000142584	1.07583e-005
rna7	4256	4221	498.134	36.1874
rna8	1745	1710	292.29	52.4137
rna9	1848	1813	1032.71	174.666
rna10	1156	1121	153.034	41.861
rna11	811	776	182.064	71.943
rna12	2088	2053	196.771	29.39
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	482.156	85.6591
rna16	1767	1732	16.2838	2.88293
rna17	2330	2295	150.692	20.1342
rna18	1595	1560	270	53.0721
rna20	1635	1600	142.906	27.3879
rna19	2736	2701	88.1018	10.002
rna21	1102	1067	21	6.03506
rna22	370	335	35.0265	32.0612
rna23	5269	5234	1267.09	74.2337
rna24	709	674	0	0
rna25	1346	1311	155	36.254
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	241	36.1369
rna26	2131	2096	0	0
rna31	2378	2343	0	0
rna30	2797	2762	19.4439	2.15868
rna32	2705	2670	853.556	98.0275
rna34	670	635	0	0
rna33	519	484	131	82.9952
rna35	7543	7508	168	6.86139
rna48	2647	2612	576.576	67.6878
rna47	3942	3907	27.1529	2.13108
rna46	2870	2835	3.23109e-008	3.4948e-009
rna45	4248	4213	202.624	14.7478
rna44	4454	4419	1.84021e-005	1.27694e-006
rna43	3106	3071	75.4516	7.53383
rna42	2769	2734	0	0
rna40	2940	2905	0.00939519	0.000991714
rna41	3144	3109	0.00999993	0.000986287
rna38	2843	2808	0	0
rna39	3009	2974	139.326	14.3654
rna37	3214	3179	54.7285	5.27898
rna36	3212	3177	1.99971e-005	1.93009e-006
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	1	6.96906
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	118.968	13.2223
rna64	2208	2173	24.3778	3.44003
rna65	2212	2177	2.73237	0.384864
rna66	14474	14439	0	0
rna67	14423	14388	34.8619	0.742982
rna68	14444	14409	0	0
rna69	14417	14382	0	0
rna70	14453	14418	0	0
rna71	14407	14372	0	0
rna72	14356	14321	84.9984	1.81997
rna73	14266	14231	143.179	3.08511
rna74	14458	14423	0	0
rna75	14395	14360	297.735	6.35773
rna76	14316	14281	9.67428	0.207724
rna77	14300	14265	353.055	7.58923
rna78	14089	14054	978.496	21.3494
rna83	6159	6124	69.1508	3.46249
rna81	4544	4509	74.0181	5.03367
rna82	4606	4571	73.658	4.94124
rna80	4421	4386	1099.17	76.8466
rna79	4544	4509	0	0
rna84	1474	1439	31.4383	6.69923
rna85	4011	3976	425	32.777
rna86	4332	4297	21.4607	1.53146
rna87	5550	5515	0	0
rna88	5530	5495	0	0
rna89	4942	4907	948.637	59.2804
rna91	2164	2129	1.04959	0.151173
rna92	88	53	0.489164	2.83012
rna93	23	24	0	0
rna90	4161	4126	58.6207	4.35661
rna94	1791	1756	0	0
rna95	7798	7763	774.489	30.5923
rna96	1263	1228	72.0529	17.992
rna97	1507	1472	0	0
rna98	147	112	11.4284	31.2892
rna99	1089	1054	8	2.32743
rna100	3465	3430	577.029	51.5859
rna101	3014	2979	470.971	48.4786
rna102	2233	2198	954.393	133.146
rna103	556	521	0	0
rna104	937	902	0	0
rna106	2689	2654	146.718	16.9515
rna105	2799	2764	92.0988	10.2175
rna107	4147	4112	291.362	21.7273
rna108	3811	3776	130.638	10.6088
rna109	135	100	1	3.06639
rna110	21	22	0	0
rna113	1684	1649	524.903	97.608
rna112	1416	1381	124.17	27.5709
rna111	1532	1497	505.927	103.632
rna114	1231	1196	135	34.6122
rna118	2623	2588	0	0
rna117	2429	2394	31.1442	3.98915
rna115	2665	2630	588.607	68.6273
rna116	2757	2722	0.248406	0.0279834
rna119	443	408	21	15.7829
rna120	2938	2903	460.572	48.6494
rna121	3327	3292	0.00144616	0.000134705
rna122	3374	3339	224.427	20.6104
rna123	3403	3368	195.598	17.8082
rna124	73	38	0	0
rna125	719	684	231	103.558
rna126	5004	4969	1030.4	63.5864
rna127	1408	1373	42.1542	9.41449
rna128	977	942	383.846	124.949
rna129	72	37	8	66.3003
rna130	2528	2493	278	34.194
rna131	3012	2977	134	13.8023
rna132	4581	4546	17	1.14669
rna136	1963	1928	0	0
rna135	1986	1951	15.972	2.51031
rna133	1999	1964	403.028	62.9246
rna134	1907	1872	0	0
rna137	3630	3595	14	1.19414
rna138	2375	2340	7	0.917295
rna140	107	72	0	0
rna141	22	23	0	0
rna142	119	84	0	0
rna143	21	22	0	0
rna144	1328	1293	0	0
rna145	1189	1154	2	0.531436
rna139	2657	2622	0	0
rna146	3248	3213	9	0.858932
rna147	5977	5942	24	1.23853
rna148	4414	4379	0.0276853	0.00193866
rna149	5848	5813	1.76868e-008	9.32989e-010
rna157	3268	3233	3.70255	0.351173
rna158	899	864	1	0.354906
rna150	6141	6106	15.0781	0.757212
rna151	4784	4749	13.0529	0.842817
rna152	5907	5872	0	0
rna153	4704	4669	0	0
rna154	4412	4377	2.56942e-007	1.80005e-008
rna155	4661	4626	0	0
rna156	4160	4125	18.8412	1.4006
rna159	1629	1594	31.476	6.05506
rna163	82	47	0	0
rna164	1464	1429	4	0.858331
rna165	4796	4761	18.9083	1.21781
rna166	8094	8059	2.15957e-007	8.21698e-009
rna167	7887	7852	6.64338	0.259439
rna168	8169	8134	0.00963296	0.000363147
rna169	8148	8113	0.154372	0.00583463
rna170	8251	8216	22.3822	0.835353
rna160	1804	1769	42.2175	7.31799
rna161	2772	2737	448.229	50.2172
rna162	1631	1596	76.8142	14.7583
rna171	1399	1364	2.11459	0.475377
rna172	2605	2570	0	0
rna173	2503	2468	315	39.1374
rna174	2094	2059	8.49656	1.26536
rna175	1367	1332	28.5034	6.56175
rna187	1426	1391	10.3397	2.27933
rna185	1453	1418	0	0
rna186	1487	1452	0	0
rna183	1444	1409	0	0
rna184	1466	1431	0	0
rna182	1163	1128	17.9471	4.87879
rna181	1580	1545	6.63753	1.31736
rna180	2304	2269	0	0
rna179	2288	2253	0	0
rna178	1869	1834	2.07569	0.347048
rna177	2100	2065	0	0
rna176	2071	2036	0	0
rna188	2361	2326	41	5.40507
rna189	2256	2221	19.1466	2.64344
rna190	2140	2105	10.8534	1.58104
rna191	1955	1920	0	0
rna192	2067	2032	0	0
rna196	1155	1120	3.31197	0.906767
rna195	1005	970	159.238	50.3385
rna194	1152	1117	80.5857	22.1224
rna193	1015	980	4.01332e-006	1.25576e-006
rna197	516	481	196.914	125.533
rna198	1143	1108	6	1.6605
rna199	1149	1114	160	44.0415
rna200	533	498	99	60.9583
rna201	1144	1109	52	14.378
rna202	7618	7583	875	35.3829
rna203	2103	2068	108	16.014
rna204	6766	6731	2231.56	101.661
rna206	1109	1074	3.78443	1.0805
rna205	2111	2076	6.21557	0.91808
rna207	3358	3323	1939.35	178.959
rna208	1894	1859	131.281	21.6546
rna209	7243	7208	53.6783	2.28355
rna213	1431	1396	260.945	57.3179
rna212	2058	2023	0	0
rna210	2024	1989	0	0
rna211	1934	1899	6.9382	1.12034
rna214	4265	4230	876.724	63.555
rna215	4217	4182	824.481	60.4538
rna216	1391	1356	7.04338	1.59275
rna217	2870	2835	58.0744	6.28143
rna218	942	907	0	0
rna219	1027	992	16	4.94579
rna220	5207	5172	208.859	12.3829
rna221	5212	5177	66.141	3.9176
rna222	748	713	19	8.1713
rna223	4396	4361	0.0220802	0.00155254
rna224	4411	4376	539.978	37.8378
rna225	1975	1940	408.375	64.5483
rna226	1921	1886	268.217	43.6086
