target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	0	0
rna28333	66	31	0	0
rna28334	63	28	0	0
rna28335	70	35	2	11.4529
rna28336	69	34	5	29.4745
gene12361	1002	967	329	68.1906
rna28337	69	34	7	41.2643
rna28338	68	33	151.978	923.042
rna28339	72	37	17	92.0878
gene12362	1566	1531	85946	11251.4
rna28340	70	35	2	11.4529
gene12363	678	643	15719	4899.69
rna28341	69	34	0	0
rna28342	69	34	1	5.89489
gene12364	159	124	5	8.08171
gene12365	681	646	269	83.4593
gene12366	780	745	785	211.188
rna28343	66	31	0	0
gene12367	354	319	29	18.2206
rna28344	67	32	5	31.3166
rna28345	69	34	2	11.7898
rna28346	69	34	0	0
gene12368	1665	1630	2804	344.783
rna28347	68	33	1	6.07353
gene12369	1344	1309	3459	529.622
gene12370	264	229	22	19.2549
rna28348	78	43	3	13.9832
rna28349	68	33	2	12.1471
gene12371	504	469	152	64.957
gene12372	1152	1117	16874	3027.75
rna28350	67	32	0	0
gene12373	918	883	1072	243.326
rna28351	71	36	21	116.915
rna28352	1371	1336	201071	30164.6
rna28353	70	35	6	34.3588
rna28354	786	751	5114	1364.82
rna0	1447	1412	67.3567	9.56095
rna1	835	800	41.5499	10.4096
rna2	1068	1033	16.8726	3.27369
rna3	4225	4190	587.112	28.0842
rna4	4189	4154	724.657	34.964
rna5	4183	4148	588.497	28.4355
rna6	4099	4064	187.373	9.24076
rna7	4256	4221	860.097	40.8401
rna8	1745	1710	504.266	59.1043
rna9	1848	1813	1572.73	173.865
rna10	1156	1121	345.433	61.7608
rna11	811	776	260.878	67.3799
rna12	2088	2053	365.62	35.6941
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	724.45	84.1245
rna16	1767	1732	111.18	12.8657
rna17	2330	2295	300.439	26.2378
rna18	1595	1560	450	57.8153
rna20	1635	1600	199.744	25.0213
rna19	2736	2701	199.63	14.8135
rna21	1102	1067	20	3.75682
rna22	370	335	39.2024	23.4543
rna23	5269	5234	2073.14	79.387
rna24	709	674	4	1.18947
rna25	1346	1311	275	42.0422
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	414	40.5753
rna26	2131	2096	0	0
rna31	2378	2343	0	0
rna30	2797	2762	0	0
rna32	2705	2670	1568	117.704
rna34	670	635	16.8212	5.30931
rna33	519	484	174.179	72.1282
rna35	7543	7508	244	6.51359
rna48	2647	2612	1095.84	84.0867
rna47	3942	3907	42.2397	2.16687
rna46	2870	2835	5.26661	0.372335
rna45	4248	4213	73.261	3.48527
rna44	4454	4419	257.801	11.6927
rna43	3106	3071	127.887	8.34646
rna42	2769	2734	0	0
rna40	2940	2905	117.016	8.07333
rna41	3144	3109	16.5266	1.06541
rna38	2843	2808	0	0
rna39	3009	2974	192.799	12.9933
rna37	3214	3179	18.7154	1.17995
rna36	3212	3177	2.91765e-008	1.84065e-009
rna49	84	49	1	4.09034
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	0	0
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	1	3.08348
rna62	19	20	0	0
rna63	2794	2759	221.851	16.1163
rna64	2208	2173	71.132	6.56085
rna65	2212	2177	8.01687	0.738077
rna66	14474	14439	1.73221e-008	2.40446e-010
rna67	14423	14388	0	0
rna68	14444	14409	2.18388e-008	3.03773e-010
rna69	14417	14382	2.02352e-007	2.81996e-009
rna70	14453	14418	51.2305	0.712161
rna71	14407	14372	53.1956	0.741846
rna72	14356	14321	56.1163	0.785363
rna73	14266	14231	361	5.08425
rna74	14458	14423	4.28893e-005	5.96003e-007
rna75	14395	14360	638.302	8.90895
rna76	14316	14281	0.368647	0.00517377
rna77	14300	14265	905.572	12.7235
rna78	14089	14054	721.215	10.2854
rna83	6159	6124	139.153	4.55421
rna81	4544	4509	3.58234e-005	1.59236e-006
rna82	4606	4571	148.249	6.50032
rna80	4421	4386	1974.94	90.2485
rna79	4544	4509	36.6585	1.62948
rna84	1474	1439	32.3316	4.5032
rna85	4011	3976	839	42.2932
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	16.3601	0.596724
rna89	4942	4907	1651.6	67.4597
rna91	2164	2129	3.17954	0.299325
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	114.144	5.5447
rna94	1791	1756	1.00239	0.114411
rna95	7798	7763	1441.3	37.2118
rna96	1263	1228	130.017	21.2206
rna97	1507	1472	6.06217	0.825421
rna98	147	112	14.1418	25.307
rna99	1089	1054	11	2.09174
rna100	3465	3430	1143.98	66.8466
rna101	3014	2979	712.02	47.9045
rna102	2233	2198	1771.26	161.513
rna103	556	521	0	0
rna104	937	902	1	0.222202
rna106	2689	2654	230.455	17.4036
rna105	2799	2764	174.6	12.6608
rna107	4147	4112	569.05	27.7365
rna108	3811	3776	267.95	14.2226
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	733.288	89.1269
rna112	1416	1381	262.863	38.1496
rna111	1532	1497	604.849	80.9805
rna114	1231	1196	226	37.8732
rna118	2623	2588	23.8684	1.84848
rna117	2429	2394	14.7828	1.23762
rna115	2665	2630	1013.55	77.2404
rna116	2757	2722	3.79843	0.279686
rna119	443	408	30	14.7372
rna120	2938	2903	825.037	56.9615
rna121	3327	3292	3.22578e-005	1.96395e-006
