target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	1	5.75362
rna28333	66	31	1	5.19682
rna28334	63	28	0	0
rna28335	70	35	0	0
rna28336	69	34	7	33.1679
gene12361	1002	967	447	74.4698
rna28337	69	34	14	66.3358
rna28338	68	33	268.944	1312.94
rna28339	72	37	13	56.6032
gene12362	1566	1531	84519	8893.61
rna28340	70	35	2	9.20579
gene12363	678	643	18110	4537.4
rna28341	69	34	1	4.73827
rna28342	69	34	3	14.2148
gene12364	159	124	14	18.1889
gene12365	681	646	342	85.2889
gene12366	780	745	1210	261.655
rna28343	66	31	3	15.5905
gene12367	354	319	37	18.6857
rna28344	67	32	6	30.2065
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	2705	267.349
rna28347	68	33	5	24.4093
gene12369	1344	1309	4557	560.839
gene12370	264	229	42	29.547
rna28348	78	43	3	11.2396
rna28349	68	33	1	4.88186
gene12371	504	469	272	93.4319
gene12372	1152	1117	16242	2342.53
rna28350	67	32	1	5.03442
gene12373	918	883	1135	207.078
rna28351	71	36	12	53.7004
rna28352	1371	1336	275961	33276.7
rna28353	70	35	16	73.6463
rna28354	786	751	7928	1700.68
rna0	1447	1412	55.3725	6.3177
rna1	835	800	101.343	20.4081
rna2	1068	1033	0	0
rna3	4225	4190	584.899	22.4888
rna4	4189	4154	1011.21	39.2171
rna5	4183	4148	339.96	13.2035
rna6	4099	4064	238.788	9.4658
rna7	4256	4221	682.425	26.0459
rna8	1745	1710	628.162	59.1799
rna9	1848	1813	1478.84	131.408
rna10	1156	1121	463.832	66.6584
rna11	811	776	215.917	44.8254
rna12	2088	2053	282.09	22.1359
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	979.476	91.4223
rna16	1767	1732	52.4498	4.8786
rna17	2330	2295	368.235	25.8489
rna18	1595	1560	630	65.0602
rna20	1635	1600	175.659	17.6868
rna19	2736	2701	156.775	9.35088
rna21	1102	1067	16	2.41577
rna22	370	335	48.5579	23.3515
rna23	5269	5234	2123.89	65.3729
rna24	709	674	14	3.34632
rna25	1346	1311	271	33.3016
rna29	2262	2227	36.7088	2.65552
rna28	2319	2284	0	0
rna27	2080	2045	456.291	35.9458
rna26	2131	2096	0	0
rna31	2378	2343	10.3793	0.713665
rna30	2797	2762	33.0633	1.92851
rna32	2705	2670	1564.56	94.4016
rna34	670	635	0	0
rna33	519	484	211	70.2322
rna35	7543	7508	233	4.99955
rna48	2647	2612	1120.25	69.0943
rna47	3942	3907	51.1975	2.11108
rna46	2870	2835	105.407	5.98984
rna45	4248	4213	233.45	8.92692
