target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	0	0
rna28333	66	31	0	0
rna28334	63	28	0	0
rna28335	70	35	1	5.59775
rna28336	69	34	2	11.5248
gene12361	1002	967	377	76.383
rna28337	69	34	5	28.812
rna28338	68	33	174.904	1038.41
rna28339	72	37	10	52.9517
gene12362	1566	1531	89261	11422.7
rna28340	70	35	1	5.59775
gene12363	678	643	16373	4988.83
rna28341	69	34	2	11.5248
rna28342	69	34	2	11.5248
gene12364	159	124	6	9.48007
gene12365	681	646	272	82.4932
gene12366	780	745	790	207.756
rna28343	66	31	0	0
gene12367	354	319	21	12.8976
rna28344	67	32	3	18.3676
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	2851	342.682
rna28347	68	33	1	5.93701
gene12369	1344	1309	3652	546.604
gene12370	264	229	23	19.6777
rna28348	78	43	2	9.11262
rna28349	68	33	1	5.93701
gene12371	504	469	131	54.7243
gene12372	1152	1117	17461	3062.65
rna28350	67	32	0	0
gene12373	918	883	1068	236.969
rna28351	71	36	10	54.4226
rna28352	1371	1336	205520	30139.1
rna28353	70	35	6	33.5865
rna28354	786	751	5556	1449.45
rna0	1447	1412	52.0955	7.22849
rna1	835	800	27.0352	6.62097
rna2	1068	1033	28.4644	5.39862
rna3	4225	4190	485.993	22.7247
rna4	4189	4154	1131.09	53.3474
rna5	4183	4148	405.786	19.1664
rna6	4099	4064	107.073	5.16188
rna7	4256	4221	885.552	41.1037
rna8	1745	1710	296.18	33.9345
rna9	1848	1813	1814.82	196.118
rna10	1156	1121	320.387	55.9952
rna11	811	776	329.216	83.119
rna12	2088	2053	346.95	33.1101
rna13	1866	1831	0	0
rna14	1817	1782	11.6381	1.27954
rna15	1761	1726	671.318	76.2025
rna16	1767	1732	205.81	23.281
rna17	2330	2295	319.681	27.2908
rna18	1595	1560	480	60.2835
rna20	1635	1600	158.781	19.4429
rna19	2736	2701	155.677	11.2923
rna21	1102	1067	16	2.9379
rna22	370	335	48.1063	28.1345
rna23	5269	5234	2111.27	79.0301
rna24	709	674	7	2.03479
rna25	1346	1311	263	39.3038
rna29	2262	2227	24.4725	2.15298
rna28	2319	2284	0	0
rna27	2080	2045	413.527	39.618
rna26	2131	2096	0	0
rna31	2378	2343	0	0
rna30	2797	2762	0	0
rna32	2705	2670	1631	119.681
rna34	670	635	0	0
rna33	519	484	164	66.3866
rna35	7543	7508	249	6.49766
rna48	2647	2612	1158.38	86.8876
rna47	3942	3907	69.3092	3.4756
rna46	2870	2835	1.14507	0.0791338
rna45	4248	4213	107.222	4.98626
rna44	4454	4419	213.141	9.44985
rna43	3106	3071	198.128	12.64
rna42	2769	2734	0	0
rna40	2940	2905	104.828	7.06989
rna41	3144	3109	5.23416e-006	3.29844e-007
rna38	2843	2808	0	0
rna39	3009	2974	79.0849	5.20996
rna37	3214	3179	3.94039e-006	2.42846e-007
rna36	3212	3177	92.1074	5.68014
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	1	3.01418
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	235.11	16.6956
rna64	2208	2173	76.2038	6.87066
rna65	2212	2177	8.46305	0.761641
rna66	14474	14439	0	0
rna67	14423	14388	0	0
rna68	14444	14409	1.49682e-008	2.03525e-010
rna69	14417	14382	1.40788e-007	1.91791e-009
rna70	14453	14418	44.5796	0.605778
rna71	14407	14372	3.95213e-007	5.3876e-009
rna72	14356	14321	1.83655e-007	2.51253e-009
rna73	14266	14231	209.817	2.88859
rna74	14458	14423	8.65666e-007	1.17592e-008
rna75	14395	14360	441.455	6.02301
rna76	14316	14281	3.34561	0.0458985
rna77	14300	14265	370.13	5.08352
rna78	14089	14054	1826.67	25.4649
rna83	6159	6124	147.63	4.72303
rna81	4544	4509	58.7379	2.55223
rna82	4606	4571	356.016	15.2595
rna80	4421	4386	1580.95	70.6206
rna79	4544	4509	36.6665	1.5932
rna84	1474	1439	34.4706	4.69321
rna85	4011	3976	881.72	43.4476
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	21.7672	0.776098
rna89	4942	4907	1697.21	67.7642
rna91	2164	2129	8.49627	0.78187
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	87.1837	4.13988
rna94	1791	1756	2	0.223145
rna95	7798	7763	1447.03	36.52
rna96	1263	1228	142.477	22.7314
rna97	1507	1472	3.10974	0.413903
rna98	147	112	16.0054	27.9982
rna99	1089	1054	26	4.83298
rna100	3465	3430	1146.39	65.4816
rna101	3014	2979	794.612	52.2596
rna102	2233	2198	1863.25	166.083
rna103	556	521	0	0
rna104	937	902	4	0.868831
rna106	2689	2654	206.098	15.2144
rna105	2799	2764	184.143	13.0527
rna107	4147	4112	631.456	30.0865
rna108	3811	3776	119.544	6.20264
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	751.293	89.2628
rna112	1416	1381	465.801	66.0828
rna111	1532	1497	361.906	47.3648
rna114	1231	1196	231	37.841
rna118	2623	2588	23.6246	1.78847
rna117	2429	2394	0	0
rna115	2665	2630	1064.38	79.2905
rna116	2757	2722	0	0
rna119	443	408	30	14.406
rna120	2938	2903	872.209	58.8647
rna121	3327	3292	0	0
