target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	0	0
rna28333	66	31	0	0
rna28334	63	28	0	0
rna28335	70	35	1	6.54351
rna28336	69	34	4	26.9439
gene12361	1002	967	172	40.7362
rna28337	69	34	3	20.2079
rna28338	68	33	131.972	915.898
rna28339	72	37	5	30.949
gene12362	1566	1531	55811	8348.79
rna28340	70	35	3	19.6305
gene12363	678	643	9987	3557.16
rna28341	69	34	2	13.4719
rna28342	69	34	0	0
gene12364	159	124	7	12.9287
gene12365	681	646	162	57.433
gene12366	780	745	543	166.925
rna28343	66	31	1	7.38783
gene12367	354	319	16	11.487
rna28344	67	32	10	71.5696
rna28345	69	34	0	0
rna28346	69	34	0	0
gene12368	1665	1630	1714	240.825
rna28347	68	33	0	0
gene12369	1344	1309	2385	417.28
gene12370	264	229	21	21.0021
rna28348	78	43	2	10.6522
rna28349	68	33	0	0
gene12371	504	469	95	46.3906
gene12372	1152	1117	10242	2099.96
rna28350	67	32	0	0
gene12373	918	883	531.998	137.984
rna28351	71	36	3	19.0852
rna28352	1371	1336	141002	24171.2
rna28353	70	35	4	26.174
rna28354	786	751	3796	1157.62
rna0	1447	1412	35.968	5.83391
rna1	835	800	33.8783	9.69863
rna2	1068	1033	19.5538	4.3352
rna3	4225	4190	433.247	23.681
rna4	4189	4154	863.113	47.5861
rna5	4183	4148	30.5903	1.68898
rna6	4099	4064	0.0419393	0.00236345
rna7	4256	4221	493.639	26.7839
rna8	1745	1710	352.538	47.2159
rna9	1848	1813	829.462	104.78
rna10	1156	1121	228.808	46.746
rna11	811	776	188.61	55.665
rna12	2088	2053	204.185	22.7779
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	513.513	68.138
rna16	1767	1732	49.5572	6.55297
rna17	2330	2295	211.327	21.0887
rna18	1595	1560	379	55.6408
rna20	1635	1600	134.71	19.2823
rna19	2736	2701	123.722	10.4907
rna21	1102	1067	13	2.79034
rna22	370	335	33.6331	22.9933
rna23	5269	5234	1289.57	56.4275
rna24	709	674	6	2.03878
rna25	1346	1311	171	29.8725
rna29	2262	2227	0	0
rna28	2319	2284	0	0
rna27	2080	2045	290	32.4776
rna26	2131	2096	0	0
rna31	2378	2343	75.9781	7.42668
rna30	2797	2762	21.051	1.74553
rna32	2705	2670	934.971	80.1984
rna34	670	635	4.2053	1.51671
rna33	519	484	114.795	54.3194
rna35	7543	7508	170	5.18565
rna48	2647	2612	720.25	63.1522
rna47	3942	3907	33.1869	1.94537
rna46	2870	2835	0.00166547	0.000134543
rna45	4248	4213	117.034	6.36207
rna44	4454	4419	100.311	5.19882
rna43	3106	3071	139.779	10.4242
rna42	2769	2734	0	0
rna40	2940	2905	86.8891	6.85012
rna41	3144	3109	34.1526	2.51584
rna38	2843	2808	0	0
rna39	3009	2974	78.6702	6.05827
rna37	3214	3179	21.3925	1.54117
rna36	3212	3177	0.000157124	1.13267e-005
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	1	4.24116
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	1	3.52343
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	132.558	11.0035
rna64	2208	2173	47.323	4.98759
rna65	2212	2177	5.21708	0.548843
rna66	14474	14439	1.48852e-008	2.36101e-010
rna67	14423	14388	100.159	1.59429
rna68	14444	14409	4.01676e-008	6.38442e-010
rna69	14417	14382	3.80654e-007	6.06163e-009
rna70	14453	14418	4.27465e-008	6.79007e-010
rna71	14407	14372	55.908	0.890914
rna72	14356	14321	58.8538	0.941196
rna73	14266	14231	72.7913	1.17145
rna74	14458	14423	0.000462958	7.35131e-006
rna75	14395	14360	117.608	1.87569
rna76	14316	14281	0.0106717	0.000171142
rna77	14300	14265	336.039	5.39507
rna78	14089	14054	1007.63	16.4203
rna83	6159	6124	70.8263	2.64873
rna81	4544	4509	209.544	10.6433
rna82	4606	4571	130.555	6.54125
rna80	4421	4386	1073.07	56.0325
rna79	4544	4509	3.05903e-008	1.55375e-009
rna84	1474	1439	21.8745	3.48142
rna85	4011	3976	585.782	33.7418
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	0	0
rna89	4942	4907	1081.69	50.4852
rna91	2164	2129	2.09325	0.225177
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	98.0183	5.44073
rna94	1791	1756	1.00347	0.130875
rna95	7798	7763	987.115	29.1217
rna96	1263	1228	105.183	19.6166
rna97	1507	1472	4.05299	0.63059
rna98	147	112	4.4068	9.01123
rna99	1089	1054	12	2.60747
rna100	3465	3430	738.906	49.3371
rna101	3014	2979	409.094	31.4508
rna102	2233	2198	1451.28	151.218
rna103	556	521	0	0
rna104	937	902	2	0.507811
rna106	2689	2654	154.486	13.3311
rna105	2799	2764	132.397	10.9703
rna107	4147	4112	521	29.0177
rna108	3811	3776	5.4643e-006	3.31422e-007
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	574.272	79.7583
rna112	1416	1381	172.872	28.6688
rna111	1532	1497	462.856	70.8113
rna114	1231	1196	152	29.1066
rna118	2623	2588	7.87779	0.697138
rna117	2429	2394	17.7968	1.70254
rna115	2665	2630	674.325	58.7209
rna116	2757	2722	0	0
rna119	443	408	30	16.8399
rna120	2938	2903	414.055	32.6655
