target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	2	10.4827
rna28333	66	31	0	0
rna28334	63	28	1	5.24134
rna28335	70	35	1	4.19307
rna28336	69	34	8	34.5312
gene12361	1002	967	852	129.304
rna28337	69	34	21	90.6443
rna28338	68	33	602.92	2681.3
rna28339	72	37	15	59.4963
gene12362	1566	1531	99758	9562.52
rna28340	70	35	9	37.7376
gene12363	678	643	20235	4618.41
rna28341	69	34	5	21.582
rna28342	69	34	1	4.3164
gene12364	159	124	24	28.4047
gene12365	681	646	623	141.532
gene12366	780	745	1635	322.078
rna28343	66	31	2	9.46822
gene12367	354	319	66	30.3636
rna28344	67	32	10	45.8617
rna28345	69	34	0	0
rna28346	69	34	1	4.3164
gene12368	1665	1630	3505	315.573
rna28347	68	33	4	17.7888
gene12369	1344	1309	6059	679.3
gene12370	264	229	74	47.4238
rna28348	78	43	2	6.82593
rna28349	68	33	3	13.3416
gene12371	504	469	288	90.1197
gene12372	1152	1117	18745	2462.82
rna28350	67	32	3	13.7585
gene12373	918	883	1348	224.042
rna28351	71	36	13	52.9957
rna28352	1371	1336	297032	32628.5
rna28353	70	35	8	33.5446
rna28354	786	751	7971	1557.66
rna0	1447	1412	49.5054	5.14539
rna1	835	800	79.2962	14.5466
rna2	1068	1033	42.3085	6.01074
rna3	4225	4190	473.215	16.5747
rna4	4189	4154	446.8	15.7851
rna5	4183	4148	1315.57	46.5451
rna6	4099	4064	295.704	10.6783
rna7	4256	4221	1102.63	38.3369
rna8	1745	1710	608.677	52.2385
rna9	1848	1813	2128.32	172.282
rna10	1156	1121	429.224	56.1925
rna11	811	776	291.875	55.1994
rna12	2088	2053	306.973	21.9437
rna13	1866	1831	0	0
rna14	1817	1782	9.33314	0.768635
rna15	1761	1726	925.506	78.6934
rna16	1767	1732	245.897	20.8356
rna17	2330	2295	358.193	22.9052
rna18	1595	1560	634	59.6437
rna20	1635	1600	251.649	23.0821
rna19	2736	2701	172.781	9.38796
rna21	1102	1067	26	3.57609
rna22	370	335	58.3695	25.5706
rna23	5269	5234	2674.05	74.9785
rna24	709	674	14	3.04837
rna25	1346	1311	289	32.3516
rna29	2262	2227	12.2363	0.80636
rna28	2319	2284	0	0
rna27	2080	2045	497.764	35.7215
rna26	2131	2096	0	0
rna31	2378	2343	0.000149419	9.35911e-006
rna30	2797	2762	0	0
rna32	2705	2670	1962	107.842
rna34	670	635	0	0
rna33	519	484	263	79.7463
rna35	7543	7508	303	5.92268
rna48	2647	2612	1133.48	63.6855
rna47	3942	3907	30.1699	1.13326
rna46	2870	2835	3.01209e-005	1.55925e-006
rna45	4248	4213	434.194	15.1249
rna44	4454	4419	5.53158e-007	1.83707e-008
rna43	3106	3071	233.719	11.169
rna42	2769	2734	0	0
rna40	2940	2905	141.124	7.12942
rna41	3144	3109	27.1107	1.27973
rna38	2843	2808	0	0
rna39	3009	2974	129.196	6.3754
rna37	3214	3179	17.2311	0.79547
