target_id	length	eff_length	est_counts	tpm
rna28331	66	31	0	0
rna28332	63	28	1	8.3078
rna28333	66	31	0	0
rna28334	63	28	0	0
rna28335	70	35	1	6.64624
rna28336	69	34	6	41.0503
gene12361	1002	967	601.999	144.815
rna28337	69	34	13	88.9423
rna28338	68	33	296.964	2093.31
rna28339	72	37	9	56.5828
gene12362	1566	1531	67196	10209.7
rna28340	70	35	8	53.1699
gene12363	678	643	12627	4568.07
rna28341	69	34	2	13.6834
rna28342	69	34	2	13.6834
gene12364	159	124	13	24.3874
gene12365	681	646	528	190.128
gene12366	780	745	1491	465.549
rna28343	66	31	2	15.0076
gene12367	354	319	46	33.5437
rna28344	67	32	4	29.0773
rna28345	69	34	2	13.6834
rna28346	69	34	0	0
gene12368	1665	1630	3041	433.983
rna28347	68	33	2	14.0981
gene12369	1344	1309	4944	878.583
gene12370	264	229	51	51.8058
rna28348	78	43	2	10.8195
rna28349	68	33	3	21.1471
gene12371	504	469	281	139.373
gene12372	1152	1117	14567	3033.62
rna28350	67	32	1	7.26932
gene12373	918	883	1255	330.618
rna28351	71	36	20	129.232
rna28352	1371	1336	199626	34758
rna28353	70	35	9	59.8162
rna28354	786	751	6113	1893.47
rna0	1447	1412	35.2003	5.79903
rna1	835	800	47.6	13.8408
rna2	1068	1033	16.5954	3.73707
rna3	4225	4190	972.982	54.0176
rna4	4189	4154	841.991	47.1504
rna5	4183	4148	143.715	8.05949
rna6	4099	4064	1.8449e-005	1.056e-006
rna7	4256	4221	627.989	34.6083
rna8	1745	1710	377.839	51.399
rna9	1848	1813	1452.16	186.321
rna10	1156	1121	237.408	49.2644
rna11	811	776	272.657	81.7333
rna12	2088	2053	211.271	23.9384
rna13	1866	1831	0	0
rna14	1817	1782	0	0
rna15	1761	1726	671.653	90.5207
rna16	1767	1732	71.9381	9.66173
rna17	2330	2295	248.074	25.1444
rna18	1595	1560	429	63.97
rna20	1635	1600	134.872	19.6085
rna19	2736	2701	145.395	12.5219
rna21	1102	1067	7	1.52608
rna22	370	335	27.6172	19.1769
rna23	5269	5234	1685.47	74.9085
rna24	709	674	8	2.76105
rna25	1346	1311	227	40.2779
rna29	2262	2227	12.2363	1.27812
rna28	2319	2284	0	0
rna27	2080	2045	331.764	37.7381
rna26	2131	2096	0	0
rna31	2378	2343	0.000107447	1.06676e-005
rna30	2797	2762	0	0
rna32	2705	2670	1124	97.9262
rna34	670	635	0	0
rna33	519	484	186	89.3947
rna35	7543	7508	259	8.02453
rna48	2647	2612	1422.52	126.686
rna47	3942	3907	18.1019	1.07777
rna46	2870	2835	63.5653	5.21568
rna45	4248	4213	333.818	18.4315
rna44	4454	4419	9.01571e-006	4.74591e-007
rna43	3106	3071	154.502	11.703
rna42	2769	2734	0	0
rna40	2940	2905	17.5595	1.40608
rna41	3144	3109	0	0
rna38	2843	2808	0	0
rna39	3009	2974	124.359	9.72705
rna37	3214	3179	0	0
rna36	3212	3177	0	0
rna49	84	49	0	0
rna50	23	24	0	0
rna51	89	54	0	0
rna53	78	43	0	0
rna52	23	24	0	0
rna54	24	25	0	0
rna55	79	44	0	0
rna56	23	24	0	0
rna57	100	65	1	3.57874
rna58	21	22	0	0
rna59	100	65	0	0
rna60	23	24	0	0
rna61	100	65	0	0
rna62	19	20	0	0
rna63	2794	2759	161.744	13.637
rna64	2208	2173	62.3846	6.67823
rna65	2212	2177	5.87144	0.627379
rna66	14474	14439	0	0
rna67	14423	14388	43.5444	0.704006
rna68	14444	14409	0	0
rna69	14417	14382	7.35753e-008	1.19003e-009
rna70	14453	14418	0	0
rna71	14407	14372	0	0
rna72	14356	14321	157.447	2.55743
rna73	14266	14231	220.74	3.60819
rna74	14458	14423	0.171283	0.0027625
rna75	14395	14360	771.894	12.5039
rna76	14316	14281	2.66024e-006	4.33318e-008
rna77	14300	14265	330.991	5.39744
rna78	14089	14054	1423.21	23.5567
rna83	6159	6124	72.737	2.76289
rna81	4544	4509	111.442	5.74925
rna82	4606	4571	147.275	7.49482
rna80	4421	4386	1065.55	56.5129
rna79	4544	4509	0	0
rna84	1474	1439	32.3454	5.22872
rna85	4011	3976	665.244	38.9205
rna86	4332	4297	0	0
rna87	5550	5515	0	0
rna88	5530	5495	0	0
rna89	4942	4907	1037.08	49.1631
rna91	2164	2129	9.71886	1.0619
rna92	88	53	0	0
rna93	23	24	0	0
rna90	4161	4126	117.139	6.60417
rna94	1791	1756	6	0.794824
rna95	7798	7763	905.273	27.1265
rna96	1263	1228	55.4415	10.5022
rna97	1507	1472	3.04937	0.481887
rna98	147	112	3.94345	8.19035
rna99	1089	1054	23	5.07611
rna100	3465	3430	672.498	45.608
rna101	3014	2979	741.502	57.901
rna102	2233	2198	1591.92	168.476
rna103	556	521	1	0.446484
rna104	937	902	1	0.257892
rna106	2689	2654	139.397	12.2179
rna105	2799	2764	184.642	15.5395
rna107	4147	4112	495.077	28.0068
rna108	3811	3776	57.923	3.56832
rna109	135	100	0	0
rna110	21	22	0	0
rna113	1684	1649	692.791	97.7295
rna112	1416	1381	321.709	54.1894
rna111	1532	1497	343.499	53.3762
rna114	1231	1196	208	40.4554
